,Name,Platform,Genre,Global_Sales
14598,Epidemic,PS,Shooter,0.14
14599,The Darkness II,PC,Shooter,0.14
3865,Ecco the Dolphin: Defender of the Future,PS2,Adventure,0.14
3868,Enclave,XB,Adventure,0.14
3867,Desire,SAT,Adventure,0.14
1585,Dead Rising 2,PC,Action,0.14
1574,Dino Crisis 3,XB,Action,0.14
1575,Eragon,X360,Action,0.14
1576,Dynasty Warriors 7: Empires,PS3,Action,0.14
1577,How to Train Your Dragon,X360,Action,0.14
1578,Spider-Man: Edge of Time,DS,Action,0.14
1579,Star Wars: Jedi Power Battles,GBA,Action,0.14
1580,Gundam Breaker 3,PSV,Action,0.14
1581,Cyber Sled,PS,Action,0.14
1582,Fear Factor: Unleashed,GBA,Action,0.14
1583,Robots,DS,Action,0.14
1584,Deception IV: Blood Ties,PSV,Action,0.14
1586,Jikkyou Powerful Pro Baseball Heroes,3DS,Action,0.14
11189,F1 2012,PC,Racing,0.14
1587,Go Play: Circus Star,Wii,Action,0.14
1588,Mary-Kate and Ashley: Crush Course,PS,Action,0.14
1589,G.I. Joe: The Rise of Cobra,DS,Action,0.14
1590,Naruto Shippuden: Kizuna Drive,PSP,Action,0.14
1591,X-Blades,PS3,Action,0.14
1592,Nayuta no Kiseki,PSP,Action,0.14
11195,MotoGP '06,X360,Racing,0.14
11194,Apex,XB,Racing,0.14
11193,Hot Wheels: World Race,GBA,Racing,0.14
11192,MotoGP 17,PS4,Racing,0.14
11191,LEGO Island Xtreme Stunts,GBA,Racing,0.14
1573,Dishonored: Death of the Outsider,XOne,Action,0.14
1572,Resident Evil: Revelations 2,XOne,Action,0.14
1571,Jim Henson's the Muppets: On With the Show!,GBA,Action,0.14
1570,Gyakuten Saiban 2,GBA,Action,0.14
1546,G.I. Joe: The Rise of Cobra,PS2,Action,0.14
1547,Sengoku Musou 3 Empires,PS3,Action,0.14
1548,Arslan: The Warriors of Legend,PS4,Action,0.14
1549,Kenka Banchou 5: Otoko no Housoku,PSP,Action,0.14
1550,Naruto: Ninja Council 3 (JP sales),DS,Action,0.14
1551,Kamen Rider Ryuki,PS,Action,0.14
1552,Senran Kagura Burst,3DS,Action,0.14
1554,Run for Money CHO Tousouchuu,3DS,Action,0.14
1555,Mary-Kate and Ashley: Winners Circle,PS,Action,0.14
1556,Hitman: Blood Money,XB,Action,0.14
1557,Fur Fighters: Viggo's Revenge,PS2,Action,0.14
1558,Krull,2600,Action,0.14
1559,The Da Vinci Code,PS2,Action,0.14
1560,The Lord of the Rings: Aragorn's Quest,PSP,Action,0.14
1561,Adventure Time: Finn & Jake Investigations,PS4,Action,0.14
1562,Onimusha Essentials,PS2,Action,0.14
1563,Assassination Classroom: Grand Siege on Korosensei,3DS,Action,0.14
1564,Bio FREAKS,N64,Action,0.14
1565,WCW Backstage Assault,N64,Action,0.14
1566,Yogi Bear: The Video Game,DS,Action,0.14
1567,X-Blades,X360,Action,0.14
1568,Just Cause,X360,Action,0.14
1569,Chikyuu Boueigun 2 Portable,PSP,Action,0.14
11190,Daytona USA Championship Circuit Edition,SAT,Racing,0.14
11188,4X4 EVO 2,GC,Racing,0.14
1544,Fatal Frame,PS2,Action,0.14
12797,Hexyz Force,PSP,Role-Playing,0.14
12786,Tamagotchi no Appare! Niji Venture,DS,Role-Playing,0.14
12787,Adventures to Go!,PSP,Role-Playing,0.14
12788,Shadow Hearts: From The New World,PS2,Role-Playing,0.14
12789,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,Role-Playing,0.14
12790,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,PS4,Role-Playing,0.14
12791,Class of Heroes,PSP,Role-Playing,0.14
12792,Cyberdimension Neptunia: 4 Goddesses Online,PS4,Role-Playing,0.14
12793,Gungnir,PSP,Role-Playing,0.14
12794,Wild ARMs 4,PS2,Role-Playing,0.14
12795,Grand Kingdom,PS4,Role-Playing,0.14
12796,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,Role-Playing,0.14
12798,Phantom Brave,PS2,Role-Playing,0.14
11187,Rayman Arena,GC,Racing,0.14
12799,Star Ocean: Blue Sphere,GB,Role-Playing,0.14
12800,Diablo II,PC,Role-Playing,0.14
12801,.hack//Link,PSP,Role-Playing,0.14
12802,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,Role-Playing,0.14
12803,Shining Resonance,PS3,Role-Playing,0.14
12804,Soukaigi,PS,Role-Playing,0.14
12805,Shonen Jump's Shaman King: Master of Spirits,GBA,Role-Playing,0.14
12806,Yu-Gi-Oh! Monster Capture GB,GB,Role-Playing,0.14
12807,Hero's Saga Laevatein Tactics,DS,Role-Playing,0.14
12808,South Park: The Fractured But Whole,NS,Role-Playing,0.14
12809,Risen 2: Dark Waters,X360,Role-Playing,0.14
11170,Cars: Mater-National Championship,X360,Racing,0.14
11171,L.A. Rush,XB,Racing,0.14
11172,Adrenalin Misfits,X360,Racing,0.14
11173,Thunder Truck Rally,PS,Racing,0.14
11186,MXGP 2,PS4,Racing,0.14
11185,The Crew: Wild Run,PS4,Racing,0.14
11184,Micro Machines,PS2,Racing,0.14
11183,Hot Wheels: Beat That!,Wii,Racing,0.14
5828,Fate/Unlimited Codes,PS2,Fighting,0.14
5827,Guilty Gear Xrd -Revelator-,PS4,Fighting,0.14
5826,Gundam: The Battle Master,PS,Fighting,0.14
5825,Under Night In-Birth,PS3,Fighting,0.14
5824,Marvel vs. Capcom 2,DC,Fighting,0.14
5823,Victorious Boxers: Revolution,Wii,Fighting,0.14
5822,Power Stone,DC,Fighting,0.14
5821,Iron & Blood,PS,Fighting,0.14
5820,Naruto Shippuden: Ultimate Ninja Storm Legacy,XOne,Fighting,0.14
5819,Barbarian,PS2,Fighting,0.14
11182,Asphalt: Urban GT 2,DS,Racing,0.14
11181,Micro Machines 64 Turbo,N64,Racing,0.14
11180,Bravo Air Race,PS,Racing,0.14
11179,Destruction Derby Raw,PS,Racing,0.14
11178,Ford Racing Off Road,PSP,Racing,0.14
11177,Mx vs. ATV Reflex,DS,Racing,0.14
11176,OutRun 2,XB,Racing,0.14
11175,F1 2011,PSV,Racing,0.14
11174,Championship Motocross 2001 featuring Ricky Carmichael,PS,Racing,0.14
1545,The Fifth Element,PS,Action,0.14
1553,Terminator 3: Rise of the Machines,XB,Action,0.14
1543,Power Rangers: Super Legends,PS2,Action,0.14
12815,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,Role-Playing,0.14
15797,Doshin the Giant,GC,Simulation,0.14
15798,Cake Mania 3,DS,Simulation,0.14
15799,Fast Food Panic,DS,Simulation,0.14
15800,Our House Party!,Wii,Simulation,0.14
15801,Euro Truck Simulator 2,PC,Simulation,0.14
15802,Horse Life Adventures,Wii,Simulation,0.14
15803,Agile Warrior F-111X,PS,Simulation,0.14
15804,Blazing Angels 2: Secret Missions of WWII,X360,Simulation,0.14
15805,Paws & Claws: Pet Vet 2,DS,Simulation,0.14
15806,Imagine: Fashion Stylist,DS,Simulation,0.14
15807,Heroes over Europe,X360,Simulation,0.14
15808,Pet Pals: Animal Doctor,Wii,Simulation,0.14
1542,Thor: God of Thunder,X360,Action,0.14
12814,Baldur's Gate: Dark Alliance,GC,Role-Playing,0.14
12813,The Granstream Saga,PS,Role-Playing,0.14
12812,Eternal Poison,PS2,Role-Playing,0.14
12811,TRINITY: Souls of Zill O'll,PS3,Role-Playing,0.14
15796,Farming Simulator 2012,3DS,Simulation,0.14
12816,Eternal Eyes,PS,Role-Playing,0.14
5835,Persona 4 Arena Ultimax,PS3,Fighting,0.14
12817,Wild ARMs XF,PSP,Role-Playing,0.14
3869,To Heart,PS,Adventure,0.14
3870,Doukyuusei,PCE,Adventure,0.14
3871,NCIS,X360,Adventure,0.14
3872,Happy Feet,Wii,Adventure,0.14
3873,Tomb Raider: The Prophecy,GBA,Adventure,0.14
3874,Gyakuten Saiban 2,GBA,Adventure,0.14
12828,Queen's Gate: Spiral Chaos,PSP,Role-Playing,0.14
12827,Risen,PC,Role-Playing,0.14
12826,Fairy Fencer F: Advent Dark Force,PS4,Role-Playing,0.14
12825,Hyperdimension Neptunia Re;Birth1,PSV,Role-Playing,0.14
12824,7th Dragon,DS,Role-Playing,0.14
12823,Valhalla Knights: Eldar Saga,Wii,Role-Playing,0.14
12822,Ys VIII: Lacrimosa of Dana,PSV,Role-Playing,0.14
12821,Shining Soul,GBA,Role-Playing,0.14
12820,Monster Lab,DS,Role-Playing,0.14
12819,Dragon Age: Origins - Ultimate Edition,PC,Role-Playing,0.14
12818,Star Wars: Knights of the Old Republic,PC,Role-Playing,0.14
12810,Naruto RPG 2: Chidori vs Rasengan,DS,Role-Playing,0.14
15809,Tropico 5,PC,Simulation,0.14
5834,My Hero One's Justice,XOne,Fighting,0.14
7168,Dream Pinball 3D,Wii,Misc,0.14
7180,Create,X360,Misc,0.14
7179,Rio,PS3,Misc,0.14
7178,Master Jin Jin's IQ Challenge,DS,Misc,0.14
7177,The Walking Dead: Season Two,PSV,Misc,0.14
7176,Space Venus starring Morning Musume,PS2,Misc,0.14
7175,Scene It? Bright Lights! Big Screen!,Wii,Misc,0.14
7174,MySims Collection,Wii,Misc,0.14
7173,LEGO The Lord of the Rings,DS,Misc,0.14
7171,Atari's Greatest Hits: Volume 1,DS,Misc,0.14
7170,The Walking Dead: Season Two,XOne,Misc,0.14
7169,Cranium Kabookii,Wii,Misc,0.14
7167,Drawn to Life Collection,DS,Misc,0.14
7182,Hard Rock Casino,PSP,Misc,0.14
7166,PaRappa The Rapper 2,PS2,Misc,0.14
7165,Power Gig: Rise of the SixString,PS3,Misc,0.14
7164,MTV Music Generator 3: This Is the Remix,PS2,Misc,0.14
7163,World Championship Poker: Howard Lederer - All In,PSP,Misc,0.14
7162,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,Misc,0.14
7161,QuickSpot,DS,Misc,0.14
1537,Grabbed by the Ghoulies,XB,Action,0.14
1538,Kid Adventures: Sky Captain,Wii,Action,0.14
1539,Has-Been Heroes,NS,Action,0.14
1540,Spider-Man: Friend or Foe,Wii,Action,0.14
1541,G.I. Joe: The Rise of Cobra,PSP,Action,0.14
7181,Sega Genesis Collection,PS2,Misc,0.14
7172,Let's Cheer,X360,Misc,0.14
7183,Alvin and the Chipmunks,DS,Misc,0.14
5830,Godzilla: Save the Earth,XB,Fighting,0.14
5831,The King of Fighters '94 (CD),NG,Fighting,0.14
5832,Ultimate Marvel vs. Capcom 3,XOne,Fighting,0.14
5833,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,Fighting,0.14
7184,Scene It? Bright Lights! Big Screen!,X360,Misc,0.14
7188,Gourmet Chef: Cook Your Way to Fame,DS,Misc,0.14
7187,World Championship Poker 2: Featuring Howard Lederer,PSP,Misc,0.14
7186,Fashion Studio: Paris Collection,DS,Misc,0.14
7185,Interactive Sampler Disc 6,PS,Misc,0.14
5829,Dead or Alive 2,DC,Fighting,0.14
19440,The Unholy War,PS,Strategy,0.13
19439,Super Robot Wars X,PS4,Strategy,0.13
19438,The Stronghold Collection,PC,Strategy,0.13
19437,Ninjatown,DS,Strategy,0.13
19436,Shining Force III,SAT,Strategy,0.13
19435,Lord of the Rings: Tactics,PSP,Strategy,0.13
19434,Sentou Kokka Air Land Battle,PS,Strategy,0.13
19433,Nobunaga no Yabou: Tendou,PS3,Strategy,0.13
3887,Shaman King: Power of Spirit,PS2,Adventure,0.13
18144,MLB 11: The Show,PS2,Sports,0.13
19442,Romance of the Three Kingdoms IV: Wall of Fire,PS,Strategy,0.13
11219,LEGO Racers 2,PS2,Racing,0.13
11214,Sonic Riders,XB,Racing,0.13
11215,Rally Fusion: Race of Champions,PS2,Racing,0.13
11216,Digimon Racing,GBA,Racing,0.13
11217,DreamWorks Super Star Kartz,DS,Racing,0.13
11220,Sega GT,DC,Racing,0.13
11221,SBK 2011: FIM Superbike World Championship,PS3,Racing,0.13
11222,TOCA Race Driver 2: Ultimate Racing Simulator,XB,Racing,0.13
11223,Monster Jam: Urban Assault,PS2,Racing,0.13
11224,DT Racer,PS2,Racing,0.13
19441,Yu-Gi-Oh! GX: Tag Force,PSP,Strategy,0.13
18148,Fit in Six,PS3,Sports,0.13
19443,RollerCoaster Tycoon,XB,Strategy,0.13
3892,Goosebumps: The Game,NS,Adventure,0.13
19445,Little Battlers eXperience: Wars,3DS,Strategy,0.13
19446,The History Channel: Great Battles - Medieval,X360,Strategy,0.13
19447,Record of Agarest War Zero,PS3,Strategy,0.13
3895,Warriors of Might and Magic,PS,Adventure,0.13
3896,Utawarerumono: Mask of Deception,PS4,Adventure,0.13
20078,Utawarerumono: Mask of Truth,PS4,Visual+Novel,0.13
3894,428: Fuusa Sareta Shibuya de,Wii,Adventure,0.13
3893,Corpse Party: Back to School Edition,3DS,Adventure,0.13
11218,NASCAR Heat 3,PS4,Racing,0.13
3891,Star Wars: Lethal Alliance,PSP,Adventure,0.13
19444,Nobunaga no Yabou: Ranseiki,PS2,Strategy,0.13
3890,Barbie and The Three Musketeers,DS,Adventure,0.13
3889,Grand Knights History,PSP,Adventure,0.13
3888,Amagami,PS2,Adventure,0.13
11226,Burnout,XB,Racing,0.13
18150,Nagano Winter Olympics '98,PS,Sports,0.13
18149,Pro Baseball Famista Climax,3DS,Sports,0.13
18147,NHL 2003,GC,Sports,0.13
18146,The Flintstones: Bedrock Bowling,PS,Sports,0.13
18145,R.B.I. Baseball 18,XOne,Sports,0.13
11225,Drome Racers,PS2,Racing,0.13
5848,Reality Fighters,PSV,Fighting,0.13
11227,Indianapolis 500 Legends,Wii,Racing,0.13
11228,Crash Tag Team Racing,XB,Racing,0.13
15822,Little Dragons Cafe,NS,Simulation,0.13
15823,Farming Simulator 17,NS,Simulation,0.13
5839,Shonen Jump's One Piece: Grand Battle,PS2,Fighting,0.13
5840,Hulk Hogan's Main Event,X360,Fighting,0.13
5841,Supremacy MMA,PS3,Fighting,0.13
5842,Transformers: Prime,WiiU,Fighting,0.13
5843,Injustice: Gods Among Us Ultimate Edition,PSV,Fighting,0.13
5844,BlazBlue: Continuum Shift II,PSP,Fighting,0.13
5845,WWE Survivor Series,GBA,Fighting,0.13
5846,Rumble Roses XX,X360,Fighting,0.13
5847,Persona 4 Arena,X360,Fighting,0.13
18142,NBA Hoopz,PS,Sports,0.13
5849,Fire ProWrestling,GBA,Fighting,0.13
5850,Last Bronx,SAT,Fighting,0.13
3184,Tom Clancy's Splinter Cell: Blacklist,WiiU,Action-Adventure,0.13
3183,Watch Dogs,WiiU,Action-Adventure,0.13
11213,Shrek Smash n' Crash Racing,GC,Racing,0.13
18151,Winning Post 5,PS2,Sports,0.13
18152,Cabela's Dangerous Hunts 2009,X360,Sports,0.13
18153,R.B.I. Baseball 18,NS,Sports,0.13
18154,MLB Power Pros 2008,Wii,Sports,0.13
15821,Black Dawn,PS,Simulation,0.13
15820,City Crisis,PS2,Simulation,0.13
15819,Steel Battalion: Heavy Armor,X360,Simulation,0.13
3884,NCIS,Wii,Adventure,0.13
3875,Vampire Moon: The Mystery of the Hidden Sun,DS,Adventure,0.13
3876,Suzumiya Haruhi no Tomadoi,PS2,Adventure,0.13
3877,King Arthur,PS2,Adventure,0.13
3878,Haunted House,Wii,Adventure,0.13
3879,Syberia,DS,Adventure,0.13
3880,The Oregon Trail,3DS,Adventure,0.13
3881,Yakuza Kiwami,PS3,Adventure,0.13
3882,Alone in the Dark: Inferno,PS3,Adventure,0.13
3883,Chicken Run,PS,Adventure,0.13
3885,Megamind: The Blue Defender,PSP,Adventure,0.13
15818,My Baby: First Steps,Wii,Simulation,0.13
3886,Aikatsu! 365 Idol Days,3DS,Adventure,0.13
15810,Anno 1701: Dawn of Discovery,DS,Simulation,0.13
15811,The IdolM@ster: One for All,PS3,Simulation,0.13
15812,Wild Earth: African Safari,Wii,Simulation,0.13
15813,Littlest Pet Shop: Spring,DS,Simulation,0.13
15814,Sally's Salon,DS,Simulation,0.13
15815,Harvest Moon DS (jp sales),DS,Simulation,0.13
15816,Lovely Lisa and Friends,DS,Simulation,0.13
15817,Heroes of the Pacific,XB,Simulation,0.13
18155,The BIGS 2,PS3,Sports,0.13
18156,Soccer Tsuku DS: World Challenge 2010,DS,Sports,0.13
18157,No Fear Downhill Mountain Biking,PS,Sports,0.13
8461,Everybody Dance,PS3,Music,0.13
18182,Smash Court Tennis Pro Tournament 2,PS2,Sports,0.13
18183,Power Pro Kun Pocket 13,DS,Sports,0.13
18184,World Soccer Winning Eleven 2002,PS,Sports,0.13
18185,Actua Tennis,PS,Sports,0.13
18186,NHL 2K7,PS3,Sports,0.13
8457,Hatsune Miku: Project Diva X,PS4,Music,0.13
8458,Just Dance 2017,PS3,Music,0.13
8459,Rocksmith 2014 Edition Remastered,XOne,Music,0.13
8460,Persona Dancing: Endless Night Collection,PS4,Music,0.13
8462,PriPara Mezase! Idol Grand Prix No.1!,3DS,Music,0.13
18181,My Fitness Coach: Club,PS3,Sports,0.13
5852,SoulCalibur II (JP weekly data),PS2,Fighting,0.13
5853,Legends of Wrestling,GC,Fighting,0.13
5854,X-Men: Next Dimension,GC,Fighting,0.13
5855,Legends of Wrestling II,XB,Fighting,0.13
18187,Don Bradman Cricket 14,PS4,Sports,0.13
11230,Need for Speed: ProStreet,DS,Racing,0.13
8547,Game Party Champions,WiiU,Party,0.13
8548,WipeOut 3 The Game,WiiU,Party,0.13
11229,Quantum Redshift,XB,Racing,0.13
5851,Street Fighter IV,PC,Fighting,0.13
18180,NBA Ballers: Phenom,XB,Sports,0.13
18158,Pro Evolution Soccer 2016,X360,Sports,0.13
18168,NBA 08,PS2,Sports,0.13
18159,NBA Jam 2000,N64,Sports,0.13
18160,Football Manager Handheld 2012,PSP,Sports,0.13
18161,All Star Cheer Squad 2,Wii,Sports,0.13
18162,RealSports Volleyball,2600,Sports,0.13
18163,Cabela's Alaskan Adventure,X360,Sports,0.13
18164,FIFA World Cup Germany 2006,GC,Sports,0.13
18165,Golf Club 2,PS4,Sports,0.13
18166,NBA Live 16,XOne,Sports,0.13
18167,Namco Soccer Prime Goal,PS,Sports,0.13
18169,Cabela's Dangerous Hunts 2009,PS3,Sports,0.13
18179,Shimano Xtreme Fishing,Wii,Sports,0.13
18170,Rugby 15,PS4,Sports,0.13
18171,Backyard Baseball,GC,Sports,0.13
18172,All-Star Baseball 2004,XB,Sports,0.13
18173,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,Sports,0.13
18174,Surf Riders,PS,Sports,0.13
18175,Torino 2006,PS2,Sports,0.13
18176,Derby Stallion Advance,GBA,Sports,0.13
18177,World Cup Golf: Professional Edition,PS,Sports,0.13
18178,Kelly Slater's Pro Surfer,GBA,Sports,0.13
18143,Transworld Surf,XB,Sports,0.13
11212,Valentino Rossi: The Game,PS4,Racing,0.13
18141,NHL 2K9,PS3,Sports,0.13
7216,Pop'n Music Portable,PSP,Misc,0.13
7209,Dreamworks 2-in-1 Party Pack,DS,Misc,0.13
7210,Science Papa,Wii,Misc,0.13
7211,Wasteland 2,PC,Misc,0.13
7212,Shrek Super Party,XB,Misc,0.13
7213,Family Fortunes,Wii,Misc,0.13
7214,Momotaro Douchuuki,SAT,Misc,0.13
7215,Puppies 3D,3DS,Misc,0.13
7217,Deepak Chopra's Leela,X360,Misc,0.13
12841,Ken to Mahou to Gakuen Mono. 3,PSP,Role-Playing,0.13
7218,Rock Band Track Pack Volume 1,PS2,Misc,0.13
7219,Rock Band Track Pack Volume 2,PS3,Misc,0.13
7220,The Price Is Right 2010 Edition,DS,Misc,0.13
7221,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,Misc,0.13
7222,Pokemon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,Misc,0.13
18140,NHL 2K9,PS2,Sports,0.13
7224,Smart Boy's Gameroom,DS,Misc,0.13
7208,Scene It? Bright Lights! Big Screen!,PS3,Misc,0.13
7207,Wantame Music Channel: Doko Demo Style,DS,Misc,0.13
7206,Hasbro Family Fun Pack,XOne,Misc,0.13
7205,Chuck E. Cheese's Game Room,DS,Misc,0.13
7190,Quick Yoga Training,DS,Misc,0.13
7191,My Spanish Coach,PSP,Misc,0.13
7192,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,Misc,0.13
7193,The Guy Game,PS2,Misc,0.13
7194,Retro Atari Classics,DS,Misc,0.13
7195,Paperboy / Rampage,GBA,Misc,0.13
7196,SingStar Latino,PS2,Misc,0.13
7197,Suite PreCure: Melody Collection,DS,Misc,0.13
7198,Brain Assist,DS,Misc,0.13
7199,Freddi Fish: ABC under the sea,DS,Misc,0.13
7200,Chessmaster,XB,Misc,0.13
7201,Zoobles! Spring to Life!,DS,Misc,0.13
7202,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,Misc,0.13
7203,Peppa Pig: Fun and Games,Wii,Misc,0.13
7204,The Amazing Race,Wii,Misc,0.13
7225,Twister Mania,X360,Misc,0.13
7226,High Rollers Casino,XB,Misc,0.13
7227,Monopoly Party,GC,Misc,0.13
9241,Walt Disney Pictures Presents: The Wild,GBA,Platform,0.13
9239,Whiplash,PS2,Platform,0.13
9238,Ape Escape 3,PS2,Platform,0.13
9237,Mega Man IV,GB,Platform,0.13
9236,Castlevania: Legacy of Darkness,N64,Platform,0.13
9235,Mega Man Anniversary Collection,XB,Platform,0.13
9234,Disney's Kim Possible: Kimmunicator,DS,Platform,0.13
9233,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,Platform,0.13
9232,Frogger Beyond,GC,Platform,0.13
9231,Over the Hedge: Hammy Goes Nuts!,DS,Platform,0.13
9230,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,Platform,0.13
9229,Tak 2: The Staff of Dreams,XB,Platform,0.13
9228,Bratz,GBA,Platform,0.13
9227,Castlevania Chronicles,PS,Platform,0.13
9226,Open Season,DS,Platform,0.13
12839,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,Role-Playing,0.13
9240,Spider-Man: Battle for New York,DS,Platform,0.13
9242,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,Platform,0.13
7228,Deepak Chopra's Leela,Wii,Misc,0.13
9243,Paw Patrol on a Roll,NS,Platform,0.13
12829,Final Fantasy XI: Rise of the Zilart,PS2,Role-Playing,0.13
12830,Medalot 7,3DS,Role-Playing,0.13
12831,Dragon Quest Builders: Revive Alefgard,PS3,Role-Playing,0.13
12832,Divinity: Original Sin II,PS4,Role-Playing,0.13
12833,Gens? Suikoden: The Woven Web of a Century,PSP,Role-Playing,0.13
12834,Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso,DS,Role-Playing,0.13
12835,Divinity II: The Dragon Knight Saga,X360,Role-Playing,0.13
12836,Tales of Berseria,PS3,Role-Playing,0.13
12837,Ys: The Ark of Napishtim,PS2,Role-Playing,0.13
12838,Azure Dreams,PS,Role-Playing,0.13
9248,SkullMonkeys,PS,Platform,0.13
9247,Zapper: One Wicked Cricket!,GC,Platform,0.13
9246,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,Platform,0.13
9245,Sonic Mania,XOne,Platform,0.13
9244,Portal Runner,PS2,Platform,0.13
7189,Pinball Hall of Fame: The Gottlieb Collection,Wii,Misc,0.13
1593,Resident Evil: Revelations 2,PSV,Action,0.13
1594,Avatar: The Last Airbender - The Burning Earth,X360,Action,0.13
1650,The Inpatient,PS4,Action,0.13
1648,Teenage Mutant Ninja Turtles: Arcade Attack,DS,Action,0.13
1647,Adventure Time: Finn & Jake Investigations,X360,Action,0.13
1646,Gladiator Begins,PSP,Action,0.13
1645,Thor: God of Thunder,DS,Action,0.13
1644,Dynasty Warriors 5 Empires,X360,Action,0.13
1643,Assassin's Creed II: Deluxe Edition,PC,Action,0.13
1642,Dynasty Warriors Gundam Reborn,PSV,Action,0.13
1641,Chessmaster: The Art of Learning,PSP,Action,0.13
1640,Advent Rising,XB,Action,0.13
1639,Spartan: Total Warrior,XB,Action,0.13
1638,Sengoku Basara 3 Utage,Wii,Action,0.13
1637,Assault: Retribution,PS,Action,0.13
1636,Warriors Orochi 2,PS2,Action,0.13
1635,Tamagotchi no Pichi Pichi Omisecchi,DS,Action,0.13
1634,Outlast Trinity,XOne,Action,0.13
1649,Grand Theft Auto: San Andreas,XBL,Action,0.13
1651,Killer is Dead,X360,Action,0.13
1632,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,Action,0.13
11196,Spy Hunter 2,XB,Racing,0.13
11211,MX 2002 Featuring Ricky Carmichael,XB,Racing,0.13
11210,NASCAR Heat 2,PS4,Racing,0.13
11209,Project CARS,PC,Racing,0.13
11208,Destruction Derby Arenas,PS2,Racing,0.13
11207,Cars 2,PSP,Racing,0.13
11206,Nickelodeon Kart Racers,NS,Racing,0.13
11205,Ben 10 Galactic Racing,DS,Racing,0.13
11204,Fatal Inertia,X360,Racing,0.13
11203,Castrol Honda Superbike Racing,PS,Racing,0.13
11202,18 Wheels of Steel: Extreme Trucker 2,PC,Racing,0.13
11201,Split/Second,PSP,Racing,0.13
11200,DreamWorks Super Star Kartz,Wii,Racing,0.13
11199,Nitrobike,Wii,Racing,0.13
11198,Need for Speed Underground 2,DS,Racing,0.13
11197,Monster Jam,DS,Racing,0.13
1633,Onechanbara: Bikini Samurai Squad,X360,Action,0.13
1631,Green Lantern: Rise of the Manhunters,X360,Action,0.13
1595,Kung Fu Panda 2,Wii,Action,0.13
1612,Mission: Impossible - Operation Surma,XB,Action,0.13
1610,Tomb Raider: Legend,XB,Action,0.13
1609,Super Robot Wars BX,3DS,Action,0.13
1608,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,Action,0.13
1607,Kung-Fu: High Impact,X360,Action,0.13
1606,Tales of the Heroes: Twin Brave,PSP,Action,0.13
1605,Superman: The Man of Steel,XB,Action,0.13
1604,Peter Jackson's King Kong: The Official Game of the Movie,DS,Action,0.13
1603,Bakugan: Battle Trainer,DS,Action,0.13
1602,Rogue Ops,XB,Action,0.13
1601,New Gundam Breaker,PS4,Action,0.13
1600,Destroy All Humans! Big Willy Unleashed,Wii,Action,0.13
1599,Samurai Warriors 4-II,PS4,Action,0.13
1598,Blade II,XB,Action,0.13
1597,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,Action,0.13
1596,Bio FREAKS,PS,Action,0.13
1611,Green Lantern: Rise of the Manhunters,3DS,Action,0.13
1613,Hyperdimension Neptunia U: Action Unleashed,PSV,Action,0.13
1630,Akiba's Trip: Undead & Undressed,PS4,Action,0.13
1614,MegaTagmension Blanc + Neptune VS Zombies,PSV,Action,0.13
1629,Tom Clancy's Splinter Cell: Double Agent,Wii,Action,0.13
1628,Fat Princess: Fistful of Cake,PSP,Action,0.13
1627,Deception IV: Blood Ties,PS3,Action,0.13
1626,Victorious: Time to Shine,X360,Action,0.13
1625,Otogi: Myth of Demons,XB,Action,0.13
1624,Destroy All Humans! Path of the Furon,X360,Action,0.13
1623,Rango: The Video Game,X360,Action,0.13
1622,"Crouching Tiger, Hidden Dragon",PS2,Action,0.13
1621,Hitman 2: Silent Assassin,GC,Action,0.13
1620,NightCaster,XB,Action,0.13
1619,Akiba's Trip: Undead & Undressed,PS3,Action,0.13
1618,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,Action,0.13
1617,007: Quantum of Solace,DS,Action,0.13
1616,Space Camp,Wii,Action,0.13
1615,Song of the Deep,XOne,Action,0.13
12840,Monster Rancher DS,DS,Role-Playing,0.13
7223,The X-Factor,PS3,Misc,0.13
12842,Phantom Brave: We Meet Again,Wii,Role-Playing,0.13
14611,History Civil War: Secret Missions,X360,Shooter,0.13
