Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;multiplayer;singleplayer;viewconut;likecount;commentcount;videotitle;published
5301;SimCity Creator;DS;2008.0;Simulation;Electronic Arts;0.3;0.03;0.0;0.03;0.35;FALSE;TRUE;;;;;
5302;Hannah Montana: The Movie;Wii;2009.0;Adventure;Disney Interactive Studios;0.13;0.18;0.0;0.04;0.35;;;;;;;
5303;Angry Birds Star Wars;Wii;2013.0;Strategy;Activision;0.21;0.1;0.0;0.03;0.35;;;;;;;
5304;Dragon Ball Z: Budokai Tenkaichi 2 (JP sales);Wii;;Action;;0.15;0.05;0.14;0.01;0.35;;;;;;;
5305;Mega Man ZX Advent;DS;2007.0;Platform;Capcom;0.23;0.0;0.09;0.02;0.35;TRUE;TRUE;;;;;
5306;Jikkyou Powerful Pro Yakyuu 2000;N64;2000.0;Sports;Konami Digital Entertainment;0.0;0.0;0.29;0.06;0.35;;;;;;;
5307;Sniper: Ghost Warrior 2;PS3;2013.0;Shooter;City Interactive;0.05;0.19;0.03;0.07;0.35;TRUE;TRUE;;;;;
5308;Racquet Sports;PS3;2010.0;Sports;Ubisoft;0.11;0.17;0.0;0.06;0.35;;;;;;;
5309;Harry Potter and the Deathly Hallows - Part 2;Wii;2011.0;Action;Electronic Arts;0.18;0.14;0.0;0.03;0.35;;;;;;;
5310;Supreme Commander 2;X360;2010.0;Strategy;Square Enix;0.23;0.1;0.0;0.03;0.35;TRUE;TRUE;;;;;
5311;Resident Evil: Dead Aim;PS2;2003.0;Action;Capcom;0.17;0.13;0.0;0.04;0.35;FALSE;TRUE;;;;;
5312;Need for Speed Carbon;GC;2006.0;Racing;Electronic Arts;0.27;0.07;0.0;0.01;0.35;TRUE;TRUE;;;;;
5313;The Adventures of Jimmy Neutron Boy Genius: Jet Fusion;GBA;2003.0;Action;THQ;0.25;0.09;0.0;0.01;0.35;FALSE;TRUE;;;;;
5314;SpongeBob SquarePants: The Yellow Avenger;DS;2005.0;Action;THQ;0.32;0.0;0.0;0.02;0.35;;;;;;;
5315;The Fairly Odd Parents: Shadow Showdown;PS2;2004.0;Platform;THQ;0.17;0.13;0.0;0.04;0.35;;;;;;;
5316;Saban's Power Rangers: Lightspeed Rescue;PS;2000.0;Action;THQ;0.19;0.13;0.0;0.02;0.35;;;;;;;
5317;Xbox Music Mixer;XB;2003.0;Misc;Microsoft Game Studios;0.26;0.08;0.0;0.01;0.35;;;;;;;
5318;WWE All Stars;X360;2011.0;Fighting;THQ;0.18;0.14;0.0;0.03;0.35;TRUE;TRUE;;;;;
5319;The Shoot;PS3;2010.0;Shooter;Sony Computer Entertainment;0.13;0.16;0.01;0.06;0.35;;;;;;;
5320;College Hoops 2K8;PS2;2007.0;Sports;Take-Two Interactive;0.17;0.13;0.0;0.04;0.35;;;;;;;
5321;Guitar Hero: Metallica;PS2;2009.0;Misc;Activision;0.17;0.13;0.0;0.04;0.35;TRUE;TRUE;;;;;
5322;Guilty Gear X2;PS2;2002.0;Fighting;Sammy Corporation;0.09;0.07;0.16;0.02;0.35;TRUE;TRUE;;;;;
5323;MotoGP 08;X360;2008.0;Racing;Capcom;0.11;0.2;0.0;0.04;0.35;TRUE;TRUE;;;;;
5324;Yu-Gi-Oh! 5D's Tag Force 5;PSP;2010.0;Strategy;Konami Digital Entertainment;0.13;0.05;0.14;0.03;0.35;;;;;;;
5325;Enemy Territory: Quake Wars;PS3;2008.0;Shooter;Activision;0.23;0.07;0.0;0.04;0.35;TRUE;FALSE;;;;;
5326;Tom Clancy's Rainbow Six: Lockdown;PS2;2005.0;Shooter;Ubisoft;0.17;0.13;0.0;0.04;0.35;TRUE;TRUE;;;;;
5327;From TV Animation One Piece: Tobidase Kaizokudan!;PS;2001.0;Role-Playing;Namco Bandai Games;0.0;0.0;0.32;0.02;0.35;;;;;;;
5328;The Tale of Despereaux;PS2;2008.0;Platform;Brash Entertainment;0.17;0.13;0.0;0.04;0.35;;;;;;;
5329;Aggressive Inline;PS2;2002.0;Sports;Acclaim Entertainment;0.17;0.13;0.0;0.04;0.35;;;;;;;
5330;Karaoke Revolution;PS2;2003.0;Misc;Konami Digital Entertainment;0.17;0.13;0.0;0.04;0.35;;;;;;;
5331;NFL Street;GC;2004.0;Sports;Electronic Arts;0.27;0.07;0.0;0.01;0.35;TRUE;TRUE;;;;;
5332;Hello Kitty Daily;DS;2008.0;Misc;Nobilis;0.32;0.0;0.0;0.03;0.35;;;;;;;
5333;Metal Arms: Glitch in the System;PS2;2003.0;Shooter;Vivendi Games;0.17;0.13;0.0;0.04;0.35;TRUE;TRUE;;;;;
5334;Farming Simulator 2015;PS4;2015.0;Simulation;Koch Media;0.1;0.2;0.0;0.05;0.35;;;;;;;
5335;Jikkyou Powerful Pro Yakyuu 7;PS2;2000.0;Sports;Konami Digital Entertainment;0.0;0.0;0.35;0.0;0.35;;;;;;;
5336;Rally Cross 2;PS;1998.0;Racing;989 Studios;0.19;0.13;0.0;0.02;0.35;TRUE;TRUE;;;;;
5337;EverGrace;PS2;2000.0;Role-Playing;Ubisoft;0.1;0.08;0.15;0.03;0.35;;;;;;;
5338;Def Jam Icon;X360;2007.0;Action;Electronic Arts;0.3;0.01;0.0;0.03;0.35;TRUE;TRUE;;;;;
5339;Lunar 2: Eternal Blue Complete;PS;1999.0;Role-Playing;Kadokawa Shoten;0.19;0.13;0.0;0.02;0.35;FALSE;TRUE;;;;;
5340;Street Fighter Alpha: Warriors' Dreams;SAT;1996.0;Fighting;Capcom;0.0;0.0;0.35;0.0;0.35;;;;;;;
5341;Rugrats: Royal Ransom;PS2;2002.0;Platform;THQ;0.17;0.13;0.0;0.04;0.35;TRUE;TRUE;;;;;
5342;Disney Fairies: Tinker Bell and the Great Fairy Rescue;DS;2010.0;Adventure;Disney Interactive Studios;0.18;0.14;0.0;0.03;0.35;TRUE;TRUE;;;;;
5343;MLB 06: The Show;PSP;2006.0;Sports;Sony Computer Entertainment;0.32;0.0;0.0;0.03;0.35;TRUE;TRUE;;;;;
5344;F1 Race Stars;PS3;2012.0;Racing;Codemasters;0.06;0.21;0.0;0.08;0.35;TRUE;TRUE;;;;;
5345;Over the Hedge;GC;2006.0;Platform;Activision;0.27;0.07;0.0;0.01;0.35;;;;;;;
5346;Naruto Shippuden: Ultimate Ninja Impact;PSP;2011.0;Fighting;Namco Bandai Games;0.09;0.07;0.15;0.04;0.35;;;;;;;
5347;Just Dance 2016;PS4;2015.0;Misc;Ubisoft;0.16;0.13;0.0;0.06;0.35;FALSE;TRUE;;;;;
5348;Charlie and the Chocolate Factory;PS2;2005.0;Adventure;Global Star;0.17;0.13;0.0;0.04;0.35;;;;;;;
5349;Pirates of the Caribbean: At World's End;DS;2007.0;Action;Disney Interactive Studios;0.3;0.01;0.01;0.03;0.35;;;;;;;
5350;UEFA Euro 2008 Austria-Switzerland;X360;2008.0;Sports;Electronic Arts;0.08;0.23;0.0;0.03;0.35;;;;;;;
5351;Kurushi Final: Mental Blocks;PS;1998.0;Puzzle;Sony Computer Entertainment;0.0;0.0;0.32;0.02;0.34;;;;;;;
5352;Style Lab: Jewelry Design;DS;2009.0;Simulation;Ubisoft;0.32;0.0;0.0;0.02;0.34;;;;;;;
5353;Risk / Battleship / Clue;GBA;2005.0;Misc;Zoo Digital Publishing;0.25;0.09;0.0;0.01;0.34;;;;;;;
5354;SD Gundam G Generation World;PSP;2011.0;Strategy;Namco Bandai Games;0.0;0.0;0.34;0.0;0.34;;;;;;;
5355;LEGO Pirates of the Caribbean: The Video Game;PSP;2011.0;Action;Disney Interactive Studios;0.11;0.15;0.0;0.08;0.34;TRUE;TRUE;;;;;
5356;The Wild Thornberrys Movie;GBA;2002.0;Platform;THQ;0.25;0.09;0.0;0.01;0.34;;;;;;;
5357;High School Musical 3: Senior Year DANCE!;PS2;2008.0;Misc;Disney Interactive Studios;0.17;0.13;0.0;0.04;0.34;TRUE;TRUE;;;;;
5358;Dynasty Warriors 5 Empires;PS2;2006.0;Action;Tecmo Koei;0.11;0.09;0.12;0.03;0.34;TRUE;TRUE;;;;;
5359;SoulCalibur;DC;1999.0;Fighting;Namco Bandai Games;0.0;0.0;0.34;0.0;0.34;FALSE;TRUE;;;;;
5360;WipEout 3;PS;1999.0;Racing;Psygnosis;0.19;0.13;0.0;0.02;0.34;;;;;;;
5361;Etrian Odyssey;DS;2007.0;Role-Playing;Nintendo;0.2;0.03;0.09;0.02;0.34;;;;;;;
5362;Conan;PS3;2007.0;Action;THQ;0.13;0.15;0.0;0.06;0.34;;;;;;;
5363;Classic NES Series: Ice Climber;GBA;2004.0;Platform;Nintendo;0.1;0.04;0.2;0.01;0.34;;;;;;;
5364;Skylanders: Trap Team;XOne;2014.0;Action;Activision;0.25;0.07;0.0;0.03;0.34;TRUE;TRUE;;;;;
5365;Avatar: The Last Airbender - The Burning Earth;DS;2007.0;Action;THQ;0.31;0.0;0.0;0.03;0.34;TRUE;TRUE;;;;;
5366;F.E.A.R.;X360;2006.0;Shooter;Vivendi Games;0.28;0.03;0.0;0.03;0.34;;;;;;;
5367;Tenchu Z;X360;2006.0;Action;Microsoft Game Studios;0.27;0.02;0.02;0.03;0.34;FALSE;TRUE;;;;;
5368;Freeway;2600;1980.0;Action;Activision;0.32;0.02;0.0;0.0;0.34;;;;;;;
5369;Driver 2 Advance;GBA;2002.0;Action;Atari;0.25;0.09;0.0;0.01;0.34;TRUE;TRUE;;;;;
5370;Monster Rancher 4;PS2;2003.0;Simulation;Tecmo Koei;0.08;0.06;0.19;0.02;0.34;TRUE;TRUE;;;;;
5371;Iron Man 2;DS;2010.0;Action;Sega;0.15;0.16;0.0;0.03;0.34;;;;;;;
5372;Chicken Riot;Wii;2010.0;Action;City Interactive;0.15;0.16;0.0;0.03;0.34;;;;;;;
5373;Tim Burton's The Nightmare Before Christmas: Oogie's Revenge;PS2;2004.0;Adventure;Disney Interactive Studios;0.17;0.13;0.0;0.04;0.34;FALSE;TRUE;;;;;
5374;Iron Storm;SAT;1995.0;Shooter;Sega;0.0;0.0;0.34;0.0;0.34;;;;;;;
5375;Harry Potter and the Deathly Hallows - Part 2;X360;2011.0;Action;Electronic Arts;0.19;0.12;0.0;0.03;0.34;;;;;;;
5376;MotorStorm: Arctic Edge;PS2;2009.0;Racing;Sony Computer Entertainment;0.07;0.03;0.0;0.25;0.34;TRUE;TRUE;;;;;
5377;The Fairly Odd Parents: Shadow Showdown;GBA;2004.0;Platform;THQ;0.25;0.09;0.0;0.01;0.34;;;;;;;
5378;Radiant Historia;DS;2010.0;Role-Playing;Atlus;0.24;0.0;0.09;0.02;0.34;FALSE;TRUE;;;;;
5379;Marvel Super Heroes;PS;1997.0;Fighting;Virgin Interactive;0.19;0.13;0.0;0.02;0.34;;;;;;;
5380;Super Bust-A-Move;PS2;2000.0;Puzzle;Acclaim Entertainment;0.17;0.13;0.0;0.04;0.34;TRUE;TRUE;;;;;
5381;Hitman: Contracts;XB;2004.0;Shooter;Eidos Interactive;0.26;0.07;0.0;0.01;0.34;FALSE;TRUE;;;;;
5382;Thunderstrike: Operation Phoenix;PS2;2001.0;Simulation;Eidos Interactive;0.17;0.13;0.0;0.04;0.34;FALSE;TRUE;;;;;
5383;Alien's Return;2600;1982.0;Action;ITT Family Games;0.32;0.02;0.0;0.0;0.34;FALSE;TRUE;;;;;
5384;Frostbite;2600;1983.0;Action;Activision;0.32;0.02;0.0;0.0;0.34;;;;;;;
5385;LEGO Marvel's Avengers;X360;2016.0;Action;Warner Bros. Interactive Entertainment;0.17;0.15;0.0;0.03;0.34;;;;;;;
5386;Kameo: Elements of Power;X360;2005.0;Action;Microsoft Game Studios;0.28;0.03;0.0;0.03;0.34;TRUE;TRUE;;;;;
5387;Power Rangers Samurai;Wii;2011.0;Action;Namco Bandai Games;0.29;0.03;0.0;0.02;0.34;;;;;;;
5388;WWE Day of Reckoning 2;GC;2005.0;Fighting;THQ;0.26;0.07;0.0;0.01;0.34;TRUE;TRUE;;;;;
5389;Dynasty Warriors 6 Empires;PS3;2009.0;Action;Tecmo Koei;0.14;0.03;0.15;0.02;0.34;TRUE;TRUE;;;;;
5390;The Urbz: Sims in the City;XB;2004.0;Simulation;Electronic Arts;0.22;0.11;0.0;0.01;0.34;TRUE;TRUE;;;;;
5391;Fantastic Voyage;2600;1981.0;Action;20th Century Fox Video Games;0.32;0.02;0.0;0.0;0.34;;;;;;;
5392;The Adventures of Tintin: The Game;Wii;2011.0;Action;Ubisoft;0.13;0.17;0.0;0.04;0.34;FALSE;TRUE;;;;;
5393;Bee Movie Game;Wii;2007.0;Action;Activision;0.31;0.01;0.0;0.03;0.34;;;;;;;
5394;Silent Hill HD Collection;PS3;2012.0;Action;Konami Digital Entertainment;0.15;0.11;0.03;0.05;0.34;FALSE;TRUE;;;;;
5395;Night Warriors: Darkstalkers' Revenge;SAT;1995.0;Fighting;Virgin Interactive;0.0;0.0;0.34;0.0;0.34;TRUE;TRUE;;;;;
5396;Off Road Challenge;N64;1998.0;Racing;GT Interactive;0.27;0.06;0.0;0.0;0.34;TRUE;TRUE;;;;;
5397;Bank Heist;2600;1982.0;Action;20th Century Fox Video Games;0.32;0.02;0.0;0.0;0.34;FALSE;TRUE;;;;;
5398;Harry Potter and the Half-Blood Prince;PS3;2009.0;Action;Electronic Arts;0.15;0.13;0.0;0.06;0.34;;;;;;;
5399;Tom Clancy's Ghost Recon: Shadow Wars;3DS;2011.0;Strategy;Ubisoft;0.22;0.09;0.0;0.03;0.34;TRUE;TRUE;;;;;
5400;Backstreet Billiards;PS;1998.0;Misc;ASCII Entertainment;0.19;0.13;0.0;0.02;0.34;TRUE;TRUE;;;;;
5401;MX vs. ATV Untamed;Wii;2008.0;Racing;THQ;0.29;0.03;0.0;0.03;0.34;TRUE;TRUE;;;;;
5402;Carnival;2600;1981.0;Shooter;Coleco;0.32;0.02;0.0;0.0;0.34;;;;;;;
5403;Football Manager Handheld 2008;PSP;2007.0;Sports;Sega;0.0;0.34;0.0;0.0;0.34;;;;;;;
5404;Leisure Suit Larry: Magna Cum Laude;PS2;2004.0;Adventure;Vivendi Games;0.17;0.13;0.0;0.04;0.34;FALSE;TRUE;;;;;
5405;Harry Potter and the Deathly Hallows - Part 2;PS3;2011.0;Action;Electronic Arts;0.14;0.15;0.0;0.05;0.34;;;;;;;
5406;MVP 06 NCAA Baseball;XB;2006.0;Sports;Electronic Arts;0.25;0.07;0.0;0.01;0.34;TRUE;TRUE;;;;;
5407;Momotarou Dentetsu DS: Tokyo & Japan;DS;2007.0;Misc;Hudson Soft;0.0;0.0;0.34;0.0;0.34;;;;;;;
5408;Point Blank;PS;1997.0;Shooter;Sony Computer Entertainment;0.05;0.03;0.23;0.02;0.34;;;;;;;
5409;Bookworm;DS;2009.0;Puzzle;PopCap Games;0.31;0.01;0.0;0.02;0.34;;;;;;;
5410;Smart Girl's Party Game;DS;2008.0;Misc;505 Games;0.31;0.0;0.0;0.02;0.34;;;;;;;
5411;Rayman Legends;XOne;2014.0;Platform;Ubisoft;0.13;0.18;0.0;0.03;0.34;TRUE;TRUE;;;;;
5412;Puzzle Quest: Challenge of the Warlords;DS;2007.0;Puzzle;D3Publisher;0.28;0.01;0.03;0.02;0.34;TRUE;TRUE;;;;;
5413;Star Ocean: Second Evolution;PSP;2008.0;Role-Playing;Square Enix;0.14;0.02;0.16;0.02;0.34;FALSE;TRUE;;;;;
5414;My Baby Boy;DS;2008.0;Simulation;Nobilis;0.3;0.02;0.0;0.03;0.34;FALSE;TRUE;;;;;
5415;Tiny Tank;PS;1998.0;Action;Sony Computer Entertainment;0.19;0.13;0.0;0.02;0.34;TRUE;TRUE;;;;;
5416;Jonah Lomu Rugby Challenge;X360;2011.0;Sports;Home Entertainment Suppliers;0.09;0.21;0.0;0.04;0.34;TRUE;TRUE;;;;;
5417;Spy Hunter;XB;2002.0;Racing;Midway Games;0.25;0.07;0.0;0.01;0.34;;;;;;;
5418;Angry Birds Star Wars;3DS;2013.0;Strategy;Activision;0.15;0.15;0.0;0.03;0.34;;;;;;;
5419;Imagine: Movie Star;DS;2008.0;Simulation;Ubisoft;0.31;0.0;0.0;0.02;0.34;;;;;;;
5420;NHL 09;PS3;2008.0;Sports;Electronic Arts;0.29;0.02;0.0;0.03;0.34;TRUE;TRUE;;;;;
5421;Zoo Tycoon (2013);XOne;2013.0;Simulation;Microsoft Game Studios;0.18;0.13;0.0;0.03;0.34;;;;;;;
5422;Herbie: Fully Loaded;GBA;2005.0;Racing;Disney Interactive Studios;0.24;0.09;0.0;0.01;0.34;;;;;;;
5423;The Sims 3: Town Life Stuff;PC;2011.0;Simulation;Electronic Arts;0.11;0.17;0.0;0.05;0.34;;;;;;;
5424;Teenage Mutant Ninja Turtles;GC;2003.0;Action;Konami Digital Entertainment;0.26;0.07;0.0;0.01;0.34;;;;;;;
5425;Pony Friends 2;DS;2009.0;Simulation;Eidos Interactive;0.21;0.1;0.0;0.03;0.34;FALSE;TRUE;;;;;
5426;Disney Sing It: Pop Hits;PS2;2009.0;Misc;Disney Interactive Studios;0.1;0.02;0.0;0.22;0.34;TRUE;TRUE;;;;;
5427;Buzz! The Ultimate Music Quiz;PS3;2010.0;Misc;Sony Computer Entertainment;0.0;0.25;0.0;0.08;0.34;;;;;;;
5428;Persona 5;PS4;2016.0;Role-Playing;Atlus;0.0;0.0;0.34;0.0;0.34;FALSE;TRUE;;;;;
5429;The Eye of Judgment;PS3;2007.0;Misc;Sony Computer Entertainment;0.28;0.0;0.02;0.03;0.34;TRUE;TRUE;;;;;
5430;Pirates of the Caribbean: At World's End;X360;2007.0;Action;Disney Interactive Studios;0.29;0.02;0.0;0.03;0.34;;;;;;;
5431;Modnation Racers: Road Trip;PSV;2012.0;Racing;Sony Computer Entertainment;0.17;0.12;0.0;0.05;0.34;;;;;;;
5432;Dynasty Warriors: Gundam 2;PS2;2008.0;Action;Namco Bandai Games;0.04;0.03;0.25;0.01;0.34;TRUE;TRUE;;;;;
5433;Power Rangers Samurai;DS;2011.0;Action;Namco Bandai Games;0.27;0.04;0.0;0.02;0.34;;;;;;;
5434;Fade to Black;PS;1996.0;Action;Electronic Arts;0.19;0.13;0.0;0.02;0.34;;;;;;;
5435;MXRider;PS2;2001.0;Racing;Atari;0.16;0.13;0.0;0.04;0.34;;;;;;;
5436;Avatar: The Last Airbender;DS;2006.0;Adventure;THQ;0.3;0.01;0.0;0.03;0.34;;;;;;;
5437;Battlefield: Hardline;X360;2015.0;Shooter;Electronic Arts;0.17;0.14;0.0;0.03;0.34;TRUE;TRUE;;;;;
5438;Delta Force: Black Hawk Down;XB;2005.0;Shooter;NovaLogic;0.25;0.07;0.0;0.01;0.34;TRUE;TRUE;;;;;
5439;Night at the Museum: Battle of the Smithsonian;DS;2009.0;Action;Majesco Entertainment;0.12;0.18;0.0;0.04;0.34;;;;;;;
5440;World Championship Poker 2: Featuring Howard Lederer;PS2;2005.0;Misc;Oxygen Interactive;0.16;0.13;0.0;0.04;0.34;;;;;;;
5441;Sengoku Musou 3 Z;PS3;2011.0;Action;Ackkstudios;0.0;0.0;0.33;0.0;0.33;;;;;;;
5442;Operation Flashpoint: Red River;PS3;2011.0;Shooter;Codemasters;0.06;0.15;0.07;0.05;0.33;TRUE;TRUE;;;;;
5443;Ninja Blade;X360;2009.0;Action;Microsoft Game Studios;0.14;0.14;0.02;0.03;0.33;FALSE;TRUE;;;;;
5444;Tom Clancy's Ghost Recon Advanced Warfighter;XB;2006.0;Shooter;Ubisoft;0.21;0.11;0.0;0.01;0.33;TRUE;TRUE;;;;;
5445;Transformers: Revenge of the Fallen (DS Versions);DS;2009.0;Action;Activision;0.17;0.13;0.0;0.03;0.33;;;;;;;
5446;Fracture;X360;2008.0;Shooter;LucasArts;0.15;0.14;0.0;0.04;0.33;;;;;;;
5447;Tokyo Highway Battle;PS;1996.0;Racing;Jaleco;0.06;0.04;0.21;0.02;0.33;;;;;;;
5448;Pandora's Tower;Wii;2011.0;Role-Playing;Nintendo;0.13;0.1;0.08;0.03;0.33;FALSE;TRUE;;;;;
5449;Binary Domain;PS3;2012.0;Action;Sega;0.09;0.08;0.14;0.03;0.33;TRUE;TRUE;;;;;
5450;The King of Fighters XIII;X360;2011.0;Fighting;Rising Star Games;0.23;0.07;0.01;0.03;0.33;TRUE;TRUE;;;;;
5451;Beyond Good & Evil;PS2;2003.0;Adventure;Ubisoft;0.16;0.13;0.0;0.04;0.33;FALSE;TRUE;;;;;
5452;Banjo-Kazooie: Grunty's Revenge;GBA;2003.0;Platform;THQ;0.24;0.09;0.0;0.01;0.33;TRUE;TRUE;;;;;
5453;Bomberman World;PS;1998.0;Puzzle;Sony Computer Entertainment;0.06;0.04;0.22;0.02;0.33;TRUE;TRUE;;;;;
5454;The X-Factor;Wii;2010.0;Misc;Deep Silver;0.0;0.29;0.0;0.04;0.33;;;;;;;
5455;Digimon World: Dawn / Dusk;DS;2007.0;Role-Playing;Namco Bandai Games;0.14;0.0;0.18;0.01;0.33;;;;;;;
5456;Street Fighter Alpha 3 MAX;PSP;2006.0;Fighting;Capcom;0.27;0.01;0.02;0.03;0.33;;;;;;;
5457;Untold Legends: The Warriors Code;PSP;2006.0;Role-Playing;Ubisoft;0.14;0.12;0.0;0.08;0.33;;;;;;;
5458;Virtua Tennis 2009;X360;2009.0;Sports;Sega;0.12;0.18;0.0;0.03;0.33;TRUE;TRUE;;;;;
5459;Deathtrap Dungeon;PS;1998.0;Action;Eidos Interactive;0.19;0.13;0.0;0.02;0.33;;;;;;;
5460;Tales of the World: Radiant Mythology 2;PSP;2009.0;Role-Playing;Namco Bandai Games;0.0;0.0;0.33;0.0;0.33;FALSE;TRUE;;;;;
5461;Wipeout 2;Wii;2011.0;Misc;Activision;0.31;0.0;0.0;0.02;0.33;;;;;;;
5462;Iron Man 2;Wii;2010.0;Action;Sega;0.15;0.15;0.0;0.03;0.33;;;;;;;
5463;Ape Escape Academy;PSP;2004.0;Misc;Sony Computer Entertainment;0.13;0.15;0.0;0.05;0.33;TRUE;TRUE;;;;;
5464;The Darkness II;PS3;2012.0;Shooter;Take-Two Interactive;0.14;0.14;0.0;0.05;0.33;TRUE;TRUE;;;;;
5465;SingStar Take That;PS3;2009.0;Misc;Sony Computer Entertainment;0.0;0.3;0.0;0.03;0.33;TRUE;TRUE;;;;;
5466;Marvel: Ultimate Alliance 2;Wii;2009.0;Role-Playing;Activision;0.26;0.05;0.0;0.03;0.33;TRUE;TRUE;;;;;
5467;Ultimate Marvel vs. Capcom 3;PSV;2011.0;Fighting;Capcom;0.2;0.09;0.0;0.05;0.33;TRUE;TRUE;;;;;
5468;WWE Wrestlemania XIX;GC;2003.0;Fighting;THQ;0.26;0.07;0.0;0.01;0.33;;;;;;;
5469;Planet Puzzle League;DS;2007.0;Puzzle;Nintendo;0.14;0.01;0.16;0.01;0.33;TRUE;TRUE;;;;;
5470;The Sims 2;GC;2005.0;Simulation;Electronic Arts;0.26;0.07;0.0;0.01;0.33;TRUE;TRUE;;;;;
5471;Hulk;XB;2003.0;Action;Universal Interactive;0.25;0.07;0.0;0.01;0.33;;;;;;;
5472;Naruto: Rise of a Ninja;X360;2007.0;Action;Ubisoft;0.29;0.02;0.0;0.03;0.33;TRUE;TRUE;;;;;
5473;Chicken Blaster;Wii;2009.0;Shooter;Zushi Games;0.31;0.0;0.0;0.02;0.33;;;;;;;
5474;Family Party: 90 Great Games Party Pack;Wii;2010.0;Misc;D3Publisher;0.31;0.0;0.0;0.02;0.33;;;;;;;
5475;Klonoa 2: Lunatea's Veil;PS2;2001.0;Platform;Sony Computer Entertainment;0.12;0.1;0.08;0.03;0.33;FALSE;TRUE;;;;;
5476;Deus Ex: Invisible War;XB;2003.0;Shooter;Eidos Interactive;0.25;0.07;0.0;0.01;0.33;FALSE;TRUE;;;;;
5477;Resonance of Fate;X360;2010.0;Role-Playing;Sega;0.12;0.13;0.06;0.03;0.33;FALSE;TRUE;;;;;
5478;Hell's Kitchen: The Game;Wii;2008.0;Simulation;Ubisoft;0.3;0.0;0.0;0.03;0.33;TRUE;TRUE;;;;;
5479;Disney's Treasure Planet;PS2;2002.0;Action;Sony Computer Entertainment;0.16;0.13;0.0;0.04;0.33;;;;;;;
5480;NASCAR Thunder 2002;XB;2001.0;Racing;Electronic Arts;0.25;0.07;0.0;0.01;0.33;TRUE;TRUE;;;;;
5481;Jeanne d'Arc;PSP;2006.0;Role-Playing;Sony Computer Entertainment;0.21;0.0;0.1;0.02;0.33;;;;;;;
5482;NCAA Basketball 10;PS3;2009.0;Sports;Electronic Arts;0.31;0.0;0.0;0.03;0.33;TRUE;TRUE;;;;;
5483;BeatMania Append GottaMix;PS;1999.0;Simulation;Konami Digital Entertainment;0.0;0.0;0.31;0.02;0.33;;;;;;;
5484;Dead or Alive 5;PS4;2015.0;Fighting;Tecmo Koei;0.09;0.13;0.08;0.04;0.33;TRUE;TRUE;;;;;
5485;Tak 2: The Staff of Dreams;GC;2004.0;Platform;THQ;0.26;0.07;0.0;0.01;0.33;FALSE;TRUE;;;;;
5486;Rugby World Cup 2011;PS3;2011.0;Sports;505 Games;0.0;0.25;0.0;0.08;0.33;;;;;;;
5487;Medal of Honor: Warfighter;PC;2012.0;Action;Electronic Arts;0.14;0.15;0.0;0.04;0.33;TRUE;TRUE;;;;;
5488;Kelly Slater's Pro Surfer;PS2;2002.0;Sports;Activision;0.16;0.13;0.0;0.04;0.33;TRUE;TRUE;;;;;
5489;Shrek SuperSlam;GBA;2005.0;Action;Activision;0.24;0.09;0.0;0.01;0.33;TRUE;TRUE;;;;;
5490;Sonic Boom: Rise of Lyric;WiiU;2014.0;Action;Sega;0.21;0.09;0.0;0.03;0.33;FALSE;TRUE;;;;;
5491;Legends of Wrestling II;PS2;2002.0;Fighting;Acclaim Entertainment;0.16;0.13;0.0;0.04;0.33;TRUE;TRUE;;;;;
5492;World Stadium 3;PS;1999.0;Sports;Namco Bandai Games;0.0;0.0;0.31;0.02;0.33;;;;;;;
5493;Little Deviants;PSV;2011.0;Platform;Sony Computer Entertainment;0.15;0.13;0.0;0.05;0.33;TRUE;TRUE;;;;;
5494;Silent Hill: Downpour;X360;2012.0;Action;Konami Digital Entertainment;0.22;0.08;0.0;0.03;0.33;FALSE;TRUE;;;;;
5495;Extra Bases;GB;1990.0;Sports;Namco Bandai Games;0.0;0.0;0.33;0.0;0.33;;;;;;;
5496;Super Power League 2;SNES;1994.0;Sports;Hudson Soft;0.0;0.0;0.33;0.0;0.33;;;;;;;
5497;Night at the Museum: Battle of the Smithsonian;Wii;2009.0;Action;Majesco Entertainment;0.17;0.13;0.0;0.03;0.33;;;;;;;
5498;Capcom Classics Collection Reloaded;PSP;2006.0;Misc;Capcom;0.26;0.0;0.03;0.03;0.33;;;;;;;
5499;Madden NFL 09;DS;2008.0;Sports;Electronic Arts;0.3;0.0;0.0;0.03;0.33;TRUE;TRUE;;;;;
5500;MLB 09: The Show;PS2;2009.0;Sports;Sony Computer Entertainment;0.16;0.13;0.0;0.04;0.33;TRUE;TRUE;;;;;
5501;Deus Ex: Mankind Divided;PS4;2016.0;Role-Playing;Square Enix;0.1;0.18;0.0;0.05;0.33;TRUE;TRUE;;;;;
5502;Cool Boarders 2001;PS2;2001.0;Sports;Sony Computer Entertainment;0.16;0.13;0.0;0.04;0.33;TRUE;TRUE;;;;;
5503;Classic NES Series: Castlevania;GBA;2004.0;Platform;Nintendo;0.17;0.06;0.09;0.01;0.33;;;;;;;
5504;Dragon Ball Z: Battle of Z;PS3;2014.0;Fighting;Namco Bandai Games;0.1;0.11;0.06;0.05;0.33;TRUE;TRUE;;;;;
