,Name,multiplayer,singleplayer,awarded,Global_Sales,Genre__Action-Adventure,Genre__Adventure,Genre__Board+Game,Genre__Education,Genre__Fighting,Genre__MMO,Genre__Misc,Genre__Music,Genre__Party,Genre__Platform,Genre__Puzzle,Genre__Racing,Genre__Role-Playing,Genre__Shooter,Genre__Simulation,Genre__Sports,Genre__Strategy,Genre__Visual+Novel,Meta_Critic_Score,Meta_User_Score,N_Critic_Reviews,N_User_Reviews,Platform_PC,Platform_N64,Platform_PlayStation,Platform_DC,Platform_PS2,Platform_XB,Platform_GBA,Platform_GC,Platform_NDS,Platform_X360,Platform_PSP,Platform_NWii,Platform_PS3,Platform_3DS,Platform_PSV,Platform_WiiU,Platform_PS4,Platform_XOne,Platform_NS,Platform_PS5,Platform_XS,Platform_ST,Publisher_class,Developer_class,IP_class,Sales_label_q4,Sales_label_q10
1803,Godzilla: Save the Earth,1,1,0.0,0.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,8.4,41,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,6
1804,Dance Dance Revolution: Mario Mix,0,1,0.0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.0,8.1,28,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,5
1805,Metal Gear Solid: The Twin Snakes,0,1,0.0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,8.9,54,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,5
1806,Mat Hoffman's Pro BMX 2,1,1,0.0,0.8600000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.0,8.15,34,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,6
1807,Iridion 3D,0,1,0.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.0,7.0,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,5
1809,F.E.A.R. 3,1,1,0.0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.33333333333333,6.666666666666667,153,226,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,7
1810,Rygar: The Legendary Adventure,0,1,0.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,8.1,30,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,5
1811,Syphon Filter: Logan's Shadow,1,1,0.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.0,8.6,41,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,5
1812,Kessen II,0,1,0.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.0,8.5,15,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,5
1814,ATV Offroad Fury Pro,0,1,0.0,0.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.0,7.5,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,5
1815,Dragon Ball Z: Sagas,1,1,0.0,0.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.333333333333336,6.533333333333334,35,31,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,6
1816,Mario & Sonic at the Rio 2016 Olympic Games,1,1,0.0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.5,7.3,56,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,3,3,7
1817,Virtua Tennis 4,1,1,0.0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68.0,6.833333333333333,101,16,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,1,2,6
1818,The Mark of Kri,0,1,0.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,7.6,37,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,5
1819,Bleach: The Blade of Fate,1,1,0.0,0.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,7.4,32,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,5
1820,Star Wars: Demolition,1,1,0.0,0.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,7.15,26,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,5
1821,Sword Art Online: Lost Song,1,1,0.0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,6.2,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,6
1822,Delta Force: Black Hawk Down,1,1,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65.33333333333333,7.666666666666667,88,67,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6
1823,Burnout Dominator,1,1,0.0,0.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.0,7.9,67,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,5
1828,Red Faction: Armageddon,1,1,0.0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.33333333333333,7.033333333333334,155,144,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,2,7
1829,Persona 4: Dancing All Night,0,1,0.0,0.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.0,5.5,51,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,2,5
1830,Dynasty Warriors: Strikeforce,1,1,0.0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.66666666666666,6.6000000000000005,73,7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,2,7
1832,Phantasy Star Online Episode I & II,1,1,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.0,8.25,53,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,6
1833,Resistance: Burning Skies,0,1,0.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.0,6.8,63,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,2,5
1834,Brain Challenge,1,1,0.0,0.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.0,6.3,23,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,5
1835,NFL Head Coach,0,1,0.0,0.5700000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.33333333333333,6.666666666666667,67,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,6
1836,Major League Baseball 2K11,1,1,0.0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.5,6.699999999999999,40,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,2,7
1837,Enemy Territory: Quake Wars,1,0,0.0,0.8200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71.0,7.2,139,86,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,2,6
1839,NHL 2005,1,1,0.0,0.6799999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.25,6.125,77,50,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,6
1841,Star Wars Jedi Knight: Jedi Academy,1,1,0.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.0,7.466666666666666,79,93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,2,5
1842,Thrillville: Off the Rails,1,1,0.0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.0,2.78,64,18,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,7
1843,Spider-Man: Shattered Dimensions,0,1,0.0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2,7.760000000000001,158,84,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,2,2,3,7
1844,Samurai Warriors 3,1,1,0.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,7.5,26,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,5
1845,One Piece: Pirate Warriors 3,1,1,0.0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,7.6,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,2,7
1846,Sphinx and the Cursed Mummy,0,1,0.0,0.7100000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.25,8.100000000000001,86,28,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,2,6
1847,Pokemon Puzzle League,1,1,0.0,0.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.0,8.5,15,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,5
1848,Eternal Sonata,0,1,0.0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79.5,7.95,90,51,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,6
1850,Tekken Advance,1,1,0.0,0.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,7.7,14,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,5
1851,Shin Megami Tensei: Persona 3,0,1,0.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.0,6.4,52,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,5
1852,Silent Hill: Homecoming,0,1,0.0,0.8400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.33333333333333,6.633333333333333,109,136,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,2,6
1853,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,1,1,0.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.0,8.0,51,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,5
1854,Samurai Warriors: Xtreme Legends,1,1,0.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,8.7,17,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,5
1856,Brunswick Pro Bowling,1,1,0.0,1.7399999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.0,5.4,11,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,8
1857,Worms: Open Warfare 2,1,1,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.5,8.2,51,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,6
1858,WWE Day of Reckoning,1,1,0.0,0.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,8.8,47,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,5
1859,Dragon Quest Heroes: Rocket Slime,1,1,0.0,0.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,7.8,41,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,5
1860,Walt Disney World Quest: Magical Racing Tour,1,1,0.0,0.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,8.0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,5
1861,Celebrity Sports Showdown,1,1,0.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.0,5.0,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,2,5
1862,Scooby-Doo! Mystery Mayhem,0,1,0.0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,7.4,34,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,7
1863,Mario Golf: Advance Tour,1,1,0.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.0,8.8,38,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,5
1866,Major League Baseball 2K6,1,1,0.0,1.4300000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69.0,5.0,62,45,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,7
1867,Teenage Mutant Ninja Turtles 2: Battle Nexus,1,1,0.0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.25,6.5,70,12,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,7
1870,Food Network: Cook or Be Cooked,1,1,0.0,0.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.0,6.8,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5
1871,Transformers: Fall of Cybertron,1,1,0.0,0.8500000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,8.166666666666666,97,99,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,2,6
1872,Spawn: Armageddon,0,1,0.0,0.6799999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,7.166666666666667,79,20,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,6
1873,Ben 10 Alien Force: Vilgax Attacks,0,1,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,8.7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8
1874,Ninja Gaiden 3,1,1,0.0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,4.75,82,120,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,6
1875,Child of Eden,0,1,0.0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.5,7.9,102,43,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,2,6
1876,Duke Nukem 64,1,1,0.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73.0,7.4,11,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,5
1877,Naughty Bear,0,1,0.0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,5.699999999999999,82,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,2,6
1878,Wario World,0,1,0.0,0.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71.0,7.5,30,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,5
1879,Robert Ludlum's The Bourne Conspiracy,0,1,0.0,0.8300000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5,7.4,119,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,6
1880,Eternal Darkness: Sanity's Requiem,0,1,1.0,0.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,8.7,41,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5
1885,Alpha Protocol,0,1,0.0,0.8500000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66.33333333333333,7.233333333333333,142,230,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,2,6
1886,Tetris Axis,1,1,0.0,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74.0,7.2,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,2,5
1888,Trials Fusion,1,1,0.0,0.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.66666666666667,7.033333333333334,91,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,2,6
1889,Rock Band 4,1,1,0.0,1.3199999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.5,6.45,80,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,7
1891,TimeSplitters,1,0,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.0,8.0,23,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5
1892,Rune Factory 3: A Fantasy Harvest Moon,1,1,0.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.0,8.3,10,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,5
1893,Mega Man Zero 2,1,1,0.0,0.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.0,8.8,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,5
1894,Atelier Totori: The Adventurer of Arland,0,1,0.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.0,8.1,19,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,2,5
1895,Command & Conquer 3: Tiberium Wars,1,1,1.0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83.5,7.75,87,125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,5
1896,Castlevania: Portrait of Ruin,1,1,0.0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.0,8.3,51,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,5
1897,NHL Slapshot,1,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76.0,8.5,25,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,5
1898,EyeToy: AntiGrav,0,1,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71.0,7.4,38,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,5
1899,EverQuest Online Adventures,1,0,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.0,8.1,22,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,5
1902,Tales of the World: Radiant Mythology,0,1,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66.0,7.7,27,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,5
1903,Dawn of Mana,0,1,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.0,7.1,27,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,5
1904,Microsoft Flight Simulator X,0,1,0.0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,7.3,28,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,5
1905,NASCAR Kart Racing,1,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.0,8.1,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,2,5
1906,Juiced: Eliminator,1,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,8.4,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5
1908,Valkyrie Profile: Covenant of the Plume,0,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.0,7.3,35,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,5
1909,The Legend of Spyro: The Eternal Night,0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57.0,5.95,26,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2,7
1911,NHL 2K6,1,1,0.0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79.66666666666667,6.466666666666666,97,38,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,6
1912,Dog's Life,0,1,0.0,0.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,3.3,19,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,5
1913,Colony Wars,0,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91.0,8.3,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
1914,All-Star Baseball 2004,1,1,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.33333333333333,7.7,53,13,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,6
1915,Ragnarok Odyssey,1,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66.0,7.8,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,2,5
1918,Avatar: The Last Airbender - The Burning Earth,1,1,0.0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,5.4,7,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,7
1919,Superman: Shadow of Apokolips,0,1,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,6.75,29,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5
1920,NiGHTS: Journey of Dreams,1,1,0.0,0.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.0,8.6,47,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5
1921,Star Wars Trilogy: Apprentice of the Force,0,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,6.5,21,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,5
1923,Ghost Trick: Phantom Detective,0,1,1.0,0.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,9.7,60,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,5
1924,Dr. Mario 64,1,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71.0,7.5,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,5
1925,Army Men: Sarge's Heroes 2,1,1,0.0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.333333333333336,6.5,31,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,6
1926,Green Day: Rock Band,1,1,0.0,1.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.66666666666667,7.0,107,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,3,7
1927,Wolfenstein: The Old Blood,0,1,0.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.66666666666667,7.966666666666666,109,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,2,6
1928,Dance Dance Revolution Ultramix 2,1,1,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78.0,7.1,16,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,5
1929,Condemned: Criminal Origins,1,1,0.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,7.949999999999999,96,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,5
1930,Mega Man X6,0,1,0.0,0.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.0,7.8,14,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,5
1932,Castlevania: Curse of Darkness,0,1,0.0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,7.85,56,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,5
1933,Tom Clancy's HAWX 2,1,1,0.0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.75,6.3,110,39,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,3,2,6
