Name;multiplayer;singleplayer;awarded;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;series
NFL Street 3;1;1;1.0;PSP;2006.0;Sports;Electronic Arts;0.24;0.0;0.0;0.02;0.27;NO FRANCHISE
Battle Arena Toshinden 3;1;1;0.0;PS;1996.0;Fighting;Sony Computer Entertainment;0.06;0.04;0.14;0.02;0.27;NO FRANCHISE
Teenage Mutant Ninja Turtles: Danger of the Ooze;0;1;0.0;PS3;2014.0;Adventure;Activision;0.11;0.11;0.0;0.05;0.27;Teenage Mutant Ninja Turtles
Teenage Mutant Ninja Turtles: Danger of the Ooze;0;1;0.0;X360;2014.0;Adventure;Activision;0.11;0.09;0.0;0.02;0.22;Teenage Mutant Ninja Turtles
Teenage Mutant Ninja Turtles: Danger of the Ooze;0;1;0.0;3DS;2014.0;Adventure;Activision;0.08;0.04;0.0;0.01;0.13;Teenage Mutant Ninja Turtles
Jade Cocoon: Story of the Tamamayu;1;1;0.0;PS;1998.0;Role-Playing;Crave Entertainment;0.15;0.1;0.0;0.02;0.27;NO FRANCHISE
InuYasha: Feudal Combat;1;1;0.0;PS2;2005.0;Fighting;Namco Bandai Games;0.13;0.1;0.0;0.03;0.27;NO FRANCHISE
Dynasty Warriors 7: Xtreme Legends;1;1;0.0;PS3;2011.0;Action;Tecmo Koei;0.04;0.05;0.16;0.02;0.27;Dynasty Warriors
Fish Tycoon;0;1;1.0;DS;2007.0;Simulation;Majesco Entertainment;0.24;0.0;0.0;0.02;0.27;NO FRANCHISE
Atelier Ayesha: The Alchemist of Dusk;0;1;0.0;PS3;2012.0;Role-Playing;Tecmo Koei;0.06;0.04;0.14;0.02;0.27;Atelier
Atelier Ayesha: The Alchemist of Dusk;0;1;0.0;PSV;2014.0;Role-Playing;Tecmo Koei;0.0;0.0;0.05;0.0;0.05;Atelier
NBA 07;1;1;1.0;PS3;2006.0;Sports;Sony Computer Entertainment;0.24;0.0;0.01;0.02;0.26;NO FRANCHISE
NBA 07;1;1;1.0;PSP;2006.0;Sports;Sony Computer Entertainment;0.18;0.0;0.0;0.02;0.2;NO FRANCHISE
NBA 07;1;1;1.0;PS2;2006.0;Sports;Sony Computer Entertainment;0.01;0.01;0.0;0.0;0.02;NO FRANCHISE
All-Pro Football 2K8;1;1;0.0;X360;2007.0;Sports;Take-Two Interactive;0.24;0.0;0.0;0.02;0.26;NO FRANCHISE
All-Pro Football 2K8;1;1;0.0;PS3;2007.0;Sports;Take-Two Interactive;0.14;0.0;0.0;0.01;0.15;NO FRANCHISE
Dungeons & Dragons: Eye of the Beholder;0;1;0.0;GBA;2002.0;Role-Playing;Atari;0.19;0.07;0.0;0.0;0.26;NO FRANCHISE
Battlestations: Midway;1;1;0.0;X360;2007.0;Strategy;Eidos Interactive;0.21;0.02;0.0;0.02;0.26;NO FRANCHISE
Battlestations: Midway;1;1;0.0;PC;2007.0;Strategy;Eidos Interactive;0.0;0.01;0.0;0.0;0.01;NO FRANCHISE
Rayman DS;0;1;0.0;DS;2005.0;Platform;Ubisoft;0.21;0.04;0.0;0.02;0.26;Rayman
The House of the Dead 2;1;1;0.0;DC;1998.0;Shooter;Sega;0.0;0.0;0.26;0.0;0.26;The House of the Dead
Rune: Viking Warlord;1;1;0.0;PS2;2001.0;Action;Take-Two Interactive;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
Panzer Dragoon Orta;0;1;0.0;XB;2002.0;Shooter;Sega;0.16;0.05;0.04;0.01;0.26;Panzer Dragoon
King's Field II;0;1;0.0;PS;1996.0;Role-Playing;From Software;0.08;0.06;0.11;0.02;0.26;King's Field
Danganronpa 2: Goodbye Despair;0;1;0.0;PSV;2014.0;Misc;Nippon Ichi Software;0.13;0.07;0.0;0.06;0.26;Danganronpa
Danganronpa 2: Goodbye Despair;0;1;0.0;PSP;2012.0;Misc;Spike;0.0;0.0;0.19;0.0;0.19;Danganronpa
NCAA Gamebreaker;1;1;0.0;PS;1996.0;Sports;Sony Computer Entertainment;0.15;0.1;0.0;0.02;0.26;NO FRANCHISE
Tomba!;0;1;0.0;PS;1997.0;Platform;Sony Computer Entertainment;0.15;0.1;0.0;0.02;0.26;NO FRANCHISE
Love Plus;0;1;0.0;DS;2009.0;Simulation;Konami Digital Entertainment;0.0;0.0;0.26;0.0;0.26;NO FRANCHISE
Tales of Innocence;1;1;0.0;DS;2007.0;Role-Playing;Namco Bandai Games;0.0;0.0;0.26;0.0;0.26;Tales
Rugrats: I Gotta Go Party;0;1;0.0;GBA;2002.0;Action;THQ;0.19;0.07;0.0;0.0;0.26;NO FRANCHISE
Virtua Racing;1;1;0.0;GEN;1994.0;Racing;Sega;0.0;0.0;0.26;0.0;0.26;NO FRANCHISE
Prison Break: The Conspiracy;0;1;0.0;PS3;2010.0;Action;Deep Silver;0.05;0.16;0.0;0.05;0.26;NO FRANCHISE
Prison Break: The Conspiracy;0;1;0.0;X360;2010.0;Action;Deep Silver;0.07;0.12;0.0;0.02;0.21;NO FRANCHISE
We Cheer 2;1;1;0.0;Wii;2009.0;Simulation;Namco Bandai Games;0.24;0.0;0.0;0.02;0.26;NO FRANCHISE
Inazuma Eleven GO 3: Galaxy;0;1;0.0;3DS;2013.0;Sports;Level 5;0.0;0.0;0.26;0.0;0.26;Inazuma Eleven
Ford Racing 3;1;1;0.0;PS2;2004.0;Racing;Take-Two Interactive;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
Ford Racing 3;1;1;0.0;DS;2005.0;Racing;Zoo Digital Publishing;0.09;0.0;0.0;0.01;0.1;NO FRANCHISE
Ford Racing 3;1;1;0.0;XB;2004.0;Racing;Take-Two Interactive;0.07;0.02;0.0;0.0;0.09;NO FRANCHISE
Ford Racing 3;1;1;0.0;GBA;2005.0;Racing;Zoo Digital Publishing;0.04;0.02;0.0;0.0;0.06;NO FRANCHISE
Phantasy Star Universe: Ambition of the Illuminus;1;1;0.0;PS2;2007.0;Role-Playing;Sega;0.1;0.08;0.05;0.03;0.26;Phantasy Star
Inazuma Eleven Strikers;1;1;0.0;Wii;2011.0;Role-Playing;Nintendo;0.0;0.01;0.25;0.0;0.26;Inazuma Eleven
Final Fantasy V Advance;1;1;0.0;GBA;2006.0;Role-Playing;Nintendo;0.0;0.0;0.26;0.01;0.26;Final Fantasy
Star Trek: Invasion;1;1;0.0;PS;2000.0;Simulation;Activision;0.15;0.1;0.0;0.02;0.26;Star Trek
Tom and Jerry in War of the Whiskers;1;1;0.0;PS2;2002.0;Fighting;Ubisoft;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
Tom and Jerry in War of the Whiskers;1;1;0.0;GC;2003.0;Fighting;NewKidCo;0.05;0.01;0.0;0.0;0.07;NO FRANCHISE
Ace Attorney Investigations 2;0;1;0.0;DS;2011.0;Adventure;Capcom;0.0;0.0;0.26;0.0;0.26;Ace Attorney
Riding Spirits;1;1;0.0;PS2;2002.0;Racing;BAM! Entertainment;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
Bust A Groove 2;1;1;0.0;PS;1999.0;Misc;Enix Corporation;0.04;0.03;0.18;0.02;0.26;NO FRANCHISE
Star Wars Episode I: Battle for Naboo;0;1;0.0;N64;2000.0;Simulation;LucasArts;0.21;0.05;0.0;0.0;0.26;NO FRANCHISE
Duke Nukem: Zero Hour;1;1;0.0;N64;1999.0;Shooter;GT Interactive;0.21;0.05;0.0;0.0;0.26;Duke Nukem
Armorines: Project S.W.A.R.M.;1;1;0.0;N64;1999.0;Shooter;Acclaim Entertainment;0.21;0.05;0.0;0.0;0.26;NO FRANCHISE
Armorines: Project S.W.A.R.M.;1;1;0.0;PS;2000.0;Shooter;Acclaim Entertainment;0.05;0.03;0.0;0.01;0.08;NO FRANCHISE
NCAA March Madness 08;1;1;0.0;PS2;2007.0;Sports;Electronic Arts;0.13;0.1;0.0;0.03;0.26;NCAA March Madness
NCAA March Madness 08;1;1;0.0;X360;2007.0;Sports;Electronic Arts;0.2;0.0;0.0;0.02;0.21;NCAA March Madness
NCAA March Madness 08;1;1;0.0;PS3;2007.0;Sports;Electronic Arts;0.08;0.0;0.0;0.01;0.09;NCAA March Madness
Armored Core: Nexus;1;1;0.0;PS2;2004.0;Simulation;Indie Games;0.06;0.05;0.14;0.02;0.26;Armored Core
Evolution Skateboarding;1;1;0.0;PS2;2002.0;Sports;Konami Digital Entertainment;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
Evolution Skateboarding;1;1;0.0;GC;2002.0;Sports;Konami Digital Entertainment;0.03;0.01;0.0;0.0;0.04;NO FRANCHISE
Outlaw Volleyball;1;1;0.0;XB;2003.0;Sports;TDK Mediactive;0.19;0.06;0.0;0.01;0.26;NO FRANCHISE
RealSports Football;1;1;0.0;2600;1981.0;Sports;Atari;0.24;0.01;0.0;0.0;0.26;RealSports
The Testament of Sherlock Holmes;0;1;0.0;PS3;2012.0;Adventure;Focus Home Interactive;0.05;0.15;0.0;0.06;0.26;Sherlock Holmes
The Testament of Sherlock Holmes;0;1;0.0;PC;2012.0;Adventure;Focus Home Interactive;0.0;0.06;0.0;0.01;0.07;Sherlock Holmes
The Testament of Sherlock Holmes;0;1;0.0;X360;2012.0;Adventure;Focus Home Interactive;0.0;0.02;0.0;0.0;0.02;Sherlock Holmes
Legaia 2: Duel Saga;0;1;0.0;PS2;2001.0;Role-Playing;Eidos Interactive;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
Karaoke Joysound Wii;1;1;0.0;Wii;2008.0;Misc;Hudson Soft;0.01;0.0;0.25;0.0;0.26;NO FRANCHISE
Polarium;1;1;0.0;DS;2004.0;Puzzle;Nintendo;0.13;0.01;0.11;0.01;0.26;NO FRANCHISE
Samurai Warriors 4;1;1;0.0;PS3;2014.0;Action;Tecmo Koei;0.0;0.0;0.26;0.0;0.26;Samurai Warriors
Samurai Warriors 4;1;1;0.0;PS4;2014.0;Action;Tecmo Koei;0.08;0.07;0.06;0.03;0.24;Samurai Warriors
Samurai Warriors 4;1;1;0.0;PSV;2014.0;Action;Tecmo Koei;0.0;0.0;0.11;0.0;0.11;Samurai Warriors
Oddworld: Stranger's Wrath;0;1;0.0;XB;2005.0;Adventure;Electronic Arts;0.19;0.06;0.0;0.01;0.26;Oddworld
Marvel Super Heroes vs. Street Fighter;1;1;0.0;PS;1998.0;Fighting;Virgin Interactive;0.14;0.1;0.0;0.02;0.26;Marvel vs. Capcom
Drakan: The Ancients' Gates;0;1;0.0;PS2;2002.0;Adventure;Sony Computer Entertainment;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
Dead or Alive Xtreme 2;1;1;0.0;X360;2006.0;Sports;Tecmo Koei;0.15;0.03;0.06;0.02;0.26;Dead or Alive
Petz: Crazy Monkeyz;0;1;0.0;Wii;2008.0;Simulation;Ubisoft;0.23;0.0;0.0;0.02;0.26;NO FRANCHISE
Tokyo Jungle;1;1;0.0;PS3;2012.0;Action;Sony Computer Entertainment;0.0;0.0;0.26;0.0;0.26;NO FRANCHISE
Hunted: The Demon's Forge;1;1;0.0;PS3;2011.0;Action;Bethesda Softworks;0.12;0.08;0.02;0.04;0.26;NO FRANCHISE
Hunted: The Demon's Forge;1;1;0.0;X360;2011.0;Action;Bethesda Softworks;0.13;0.07;0.0;0.02;0.22;NO FRANCHISE
Hunted: The Demon's Forge;1;1;0.0;PC;2011.0;Action;Bethesda Softworks;0.03;0.01;0.0;0.01;0.05;NO FRANCHISE
Bionicle: Matoran Adventures;0;1;0.0;GBA;2002.0;Platform;Electronic Arts;0.18;0.07;0.0;0.0;0.26;NO FRANCHISE
Armored Core: Master of Arena;1;1;0.0;PS;1999.0;Simulation;From Software;0.07;0.05;0.13;0.02;0.26;Armored Core
Fire Emblem: Thracia 776;0;1;0.0;SNES;1999.0;Strategy;Nintendo;0.0;0.0;0.26;0.0;0.26;Fire Emblem
Desert Falcon;0;1;0.0;2600;1987.0;Shooter;Atari;0.24;0.01;0.0;0.0;0.26;NO FRANCHISE
Silent Hunter 5: Battle of the Atlantic;1;1;0.0;PC;2010.0;Simulation;Ubisoft;0.0;0.21;0.0;0.05;0.26;NO FRANCHISE
MTX Mototrax;1;1;0.0;PS2;2004.0;Racing;Activision;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
MTX Mototrax;1;1;0.0;XB;2004.0;Racing;Activision;0.07;0.02;0.0;0.0;0.1;NO FRANCHISE
MTX Mototrax;1;1;0.0;PSP;2006.0;Racing;Activision;0.04;0.0;0.0;0.0;0.05;NO FRANCHISE
NHL Rock the Rink;1;1;0.0;PS;1999.0;Sports;Electronic Arts;0.14;0.1;0.0;0.02;0.26;NO FRANCHISE
NBA ShootOut 2004;1;1;0.0;PS2;2003.0;Sports;Sony Computer Entertainment;0.13;0.1;0.0;0.03;0.26;NO FRANCHISE
Castlevania: Harmony of Dissonance;0;1;0.0;GBA;2002.0;Platform;Konami Digital Entertainment;0.16;0.06;0.04;0.0;0.26;Castlevania
Metroid Prime Pinball;1;1;0.0;DS;2005.0;Misc;Nintendo;0.21;0.0;0.02;0.02;0.26;Metroid
NHL 08;1;1;0.0;PS3;2007.0;Action;Electronic Arts;0.16;0.06;0.0;0.03;0.25;NO FRANCHISE
NHL 08;1;1;0.0;X360;2007.0;Action;Electronic Arts;0.22;0.01;0.0;0.02;0.25;NO FRANCHISE
Crusaders of Might and Magic;0;1;0.0;PS;1999.0;Role-Playing;3DO;0.14;0.1;0.0;0.02;0.25;Might and Magic
Tearaway Unfolded;0;1;0.0;PS4;2015.0;Platform;Sony Computer Entertainment;0.09;0.12;0.0;0.04;0.25;NO FRANCHISE
Bomberman Generation;1;1;0.0;GC;2002.0;Adventure;Vivendi Games;0.15;0.04;0.06;0.01;0.25;Bomberman
Surfing H3O;1;1;0.0;PS2;2000.0;Sports;Take-Two Interactive;0.12;0.1;0.0;0.03;0.25;NO FRANCHISE
Romance of the Three Kingdoms II;0;1;0.0;SNES;1991.0;Strategy;Tecmo Koei;0.0;0.0;0.25;0.0;0.25;Romance of the Three Kingdoms
Romance of the Three Kingdoms II;0;1;0.0;3DS;2015.0;Strategy;Tecmo Koei;0.0;0.0;0.03;0.0;0.03;Romance of the Three Kingdoms
Galactic Attack;0;1;0.0;SAT;1994.0;Shooter;Acclaim Entertainment;0.0;0.0;0.25;0.0;0.25;NO FRANCHISE
Evil Zone;1;1;0.0;PS;1998.0;Fighting;Titus;0.14;0.1;0.0;0.02;0.25;NO FRANCHISE
Amped 2;1;1;0.0;XB;2003.0;Sports;Microsoft Game Studios;0.2;0.04;0.0;0.01;0.25;NO FRANCHISE
Blaster Master: Blasting Again;0;1;0.0;PS;2000.0;Shooter;Sunsoft;0.14;0.1;0.0;0.02;0.25;NO FRANCHISE
College Hoops 2K6;1;1;0.0;X360;2006.0;Sports;Take-Two Interactive;0.11;0.0;0.0;0.01;0.12;NO FRANCHISE
College Hoops 2K6;1;1;0.0;XB;2005.0;Sports;Take-Two Interactive;0.07;0.02;0.0;0.0;0.1;NO FRANCHISE
Birds of Steel;1;1;0.0;PS3;2012.0;Simulation;Konami Digital Entertainment;0.1;0.09;0.02;0.04;0.25;NO FRANCHISE
Birds of Steel;1;1;0.0;X360;2012.0;Simulation;Konami Digital Entertainment;0.11;0.04;0.0;0.01;0.16;NO FRANCHISE
WipEout XL;1;1;0.0;PS;1996.0;Racing;Psygnosis;0.14;0.1;0.0;0.02;0.25;Wipeout
The Powerpuff Girls: Chemical X-Traction;0;1;0.0;PS;2001.0;Action;BAM! Entertainment;0.14;0.1;0.0;0.02;0.25;The Powerpuff Girls
The Powerpuff Girls: Chemical X-Traction;0;1;0.0;N64;2001.0;Action;BAM! Entertainment;0.13;0.03;0.0;0.0;0.16;The Powerpuff Girls
Men of Valor;1;1;0.0;XB;2004.0;Shooter;Vivendi Games;0.19;0.05;0.0;0.01;0.25;NO FRANCHISE
Bomberman Tournament;1;1;0.0;GBA;2001.0;Puzzle;Activision;0.1;0.04;0.1;0.01;0.25;Bomberman
Billy Hatcher and the Giant Egg;1;1;0.0;GC;2003.0;Platform;Sega;0.19;0.05;0.0;0.01;0.25;NO FRANCHISE
Midway's Greatest Arcade Hits;0;1;0.0;GBA;2001.0;Misc;Midway Games;0.18;0.07;0.0;0.0;0.25;NO FRANCHISE
WipEout Fusion;1;1;0.0;PS2;2002.0;Racing;Sony Computer Entertainment;0.12;0.1;0.0;0.03;0.25;Wipeout
Spider-Man: Edge of Time;0;1;0.0;X360;2011.0;Action;Activision;0.18;0.05;0.0;0.02;0.25;NO FRANCHISE
Spider-Man: Edge of Time;0;1;0.0;PS3;2011.0;Action;Activision;0.13;0.07;0.0;0.03;0.23;NO FRANCHISE
Spider-Man: Edge of Time;0;1;0.0;DS;2011.0;Action;Activision;0.12;0.01;0.0;0.01;0.14;NO FRANCHISE
Spider-Man: Edge of Time;0;1;0.0;3DS;2011.0;Action;Activision;0.08;0.03;0.0;0.01;0.12;NO FRANCHISE
Spider-Man: Edge of Time;0;1;0.0;Wii;2011.0;Action;Activision;0.06;0.02;0.0;0.01;0.09;NO FRANCHISE
MotoGP '07;1;1;0.0;X360;2007.0;Racing;THQ;0.23;0.0;0.0;0.02;0.25;NO FRANCHISE
Samurai Shodown II;1;1;0.0;NG;1994.0;Fighting;SNK;0.0;0.0;0.25;0.0;0.25;Samurai Shodown
Don King Presents: Prizefighter;0;1;0.0;X360;2008.0;Sports;Take-Two Interactive;0.14;0.08;0.0;0.02;0.25;NO FRANCHISE
Hybrid Heaven;1;1;0.0;N64;1999.0;Role-Playing;Konami Digital Entertainment;0.16;0.04;0.05;0.0;0.25;NO FRANCHISE
Fox Sports College Hoops '99;1;1;0.0;N64;1998.0;Sports;Fox Interactive;0.2;0.05;0.0;0.0;0.25;NO FRANCHISE
MRC: Multi-Racing Championship;1;1;0.0;N64;1997.0;Racing;Ocean;0.2;0.05;0.0;0.0;0.25;NO FRANCHISE
F1 Pole Position 64;0;1;0.0;N64;1997.0;Racing;Ubisoft;0.11;0.13;0.0;0.01;0.25;NO FRANCHISE
Gex 64: Enter the Gecko;0;1;0.0;N64;1998.0;Action;GT Interactive;0.2;0.05;0.0;0.0;0.25;Gex
Wayne Gretzky's 3D Hockey '98;1;1;0.0;N64;1997.0;Sports;Midway Games;0.23;0.02;0.0;0.0;0.25;NO FRANCHISE
Wayne Gretzky's 3D Hockey '98;1;1;0.0;PS;1997.0;Sports;GT Interactive;0.03;0.02;0.0;0.0;0.05;NO FRANCHISE
Scooby-Doo! Unmasked;0;1;0.0;PS2;2005.0;Platform;THQ;0.12;0.1;0.0;0.03;0.25;NO FRANCHISE
Scooby-Doo! Unmasked;0;1;0.0;GBA;2005.0;Platform;THQ;0.13;0.05;0.0;0.0;0.18;NO FRANCHISE
Scooby-Doo! Unmasked;0;1;0.0;GC;2005.0;Platform;THQ;0.12;0.03;0.0;0.0;0.15;NO FRANCHISE
Scooby-Doo! Unmasked;0;1;0.0;DS;2005.0;Platform;THQ;0.07;0.02;0.0;0.01;0.09;NO FRANCHISE
Scooby-Doo! Unmasked;0;1;0.0;XB;2005.0;Platform;THQ;0.06;0.02;0.0;0.0;0.08;NO FRANCHISE
World Series Baseball 2K3;1;1;0.0;PS2;2003.0;Sports;Sega;0.12;0.1;0.0;0.03;0.25;NO FRANCHISE
World Series Baseball 2K3;1;1;0.0;XB;2003.0;Sports;Sega;0.11;0.03;0.0;0.01;0.15;NO FRANCHISE
The Legend of Legacy;0;1;0.0;3DS;2015.0;Role-Playing;FuRyu;0.11;0.02;0.1;0.01;0.25;NO FRANCHISE
Disgaea 2: Dark Hero Days;0;1;0.0;PSP;2009.0;Role-Playing;Nippon Ichi Software;0.1;0.01;0.12;0.02;0.25;Disgaea
Devil Kings;0;1;0.0;PS2;2005.0;Action;Capcom;0.03;0.03;0.18;0.01;0.25;Sengoku Basara
Ultimate Band;1;1;0.0;Wii;2008.0;Misc;Disney Interactive Studios;0.2;0.03;0.0;0.02;0.25;NO FRANCHISE
Ultimate Band;1;1;0.0;DS;2008.0;Misc;Disney Interactive Studios;0.19;0.02;0.0;0.02;0.23;NO FRANCHISE
Far Cry Instincts Predator;1;1;0.0;X360;2006.0;Shooter;Ubisoft;0.2;0.03;0.0;0.02;0.25;Far Cry
X-Men: Destiny;0;1;0.0;PS3;2011.0;Action;Activision;0.14;0.08;0.0;0.03;0.25;NO FRANCHISE
X-Men: Destiny;0;1;0.0;X360;2011.0;Action;Activision;0.18;0.05;0.0;0.02;0.24;NO FRANCHISE
X-Men: Destiny;0;1;0.0;Wii;2011.0;Action;Activision;0.08;0.02;0.0;0.01;0.11;NO FRANCHISE
X-Men: Destiny;0;1;0.0;DS;2011.0;Action;Activision;0.05;0.01;0.0;0.0;0.06;NO FRANCHISE
America's Army: Rise of a Soldier;1;0;0.0;XB;2005.0;Shooter;Ubisoft;0.19;0.05;0.0;0.01;0.25;NO FRANCHISE
TV Superstars;1;1;0.0;PS3;2010.0;Misc;Sony Computer Entertainment;0.07;0.13;0.0;0.05;0.25;NO FRANCHISE
Armored Core 4;1;1;0.0;X360;2007.0;Simulation;505 Games;0.19;0.01;0.03;0.02;0.25;Armored Core
Armored Core 4;1;1;0.0;PS3;2006.0;Simulation;505 Games;0.09;0.0;0.09;0.01;0.2;Armored Core
Pirates of the Caribbean: The Legend of Jack Sparrow;1;1;0.0;PS2;2006.0;Adventure;Ubisoft;0.12;0.09;0.0;0.03;0.25;NO FRANCHISE
We Love Golf!;1;1;0.0;Wii;2007.0;Sports;Capcom;0.2;0.01;0.03;0.02;0.25;NO FRANCHISE
Anno 2205;0;1;0.0;PC;2015.0;Strategy;Ubisoft;0.02;0.22;0.0;0.01;0.25;Anno
Dune 2000;1;1;0.0;PS;1999.0;Strategy;Electronic Arts;0.14;0.09;0.0;0.02;0.25;Dune
Cradle of Rome;0;1;0.0;DS;2008.0;Puzzle;Rising Star Games;0.06;0.16;0.0;0.03;0.25;NO FRANCHISE
Monster Hunter G;1;1;0.0;Wii;2009.0;Role-Playing;Capcom;0.0;0.0;0.25;0.0;0.25;Monster Hunter
Monster Hunter G;1;1;0.0;PS2;2005.0;Role-Playing;Capcom;0.0;0.0;0.23;0.0;0.23;Monster Hunter
Project Overkill;0;1;0.0;PS;1996.0;Shooter;Konami Digital Entertainment;0.14;0.09;0.0;0.02;0.25;NO FRANCHISE
Jumping Flash! 2;0;1;0.0;PS;1996.0;Platform;Sony Computer Entertainment;0.05;0.03;0.15;0.02;0.25;NO FRANCHISE
Nickelodeon Party Blast;1;1;0.0;GC;2002.0;Misc;Atari;0.19;0.05;0.0;0.01;0.25;NO FRANCHISE
Nickelodeon Party Blast;1;1;0.0;XB;2002.0;Misc;Infogrames;0.16;0.05;0.0;0.01;0.22;NO FRANCHISE
Final Fantasy XI: Chains of Promathia;1;0;1.0;PS2;2004.0;Role-Playing;Square Enix;0.12;0.09;0.0;0.03;0.25;Final Fantasy
Driver '76;1;1;0.0;PSP;2007.0;Racing;Ubisoft;0.03;0.14;0.0;0.08;0.25;NO FRANCHISE
NBA Courtside 2002;1;1;0.0;GC;2002.0;Sports;Nintendo;0.19;0.05;0.0;0.01;0.25;NO FRANCHISE
Avatar: The Last Airbender - Into the Inferno;1;1;0.0;PS2;2008.0;Adventure;THQ;0.12;0.09;0.0;0.03;0.25;NO FRANCHISE
Avatar: The Last Airbender - Into the Inferno;1;1;0.0;Wii;2008.0;Adventure;THQ;0.17;0.01;0.0;0.01;0.19;NO FRANCHISE
Avatar: The Last Airbender - Into the Inferno;1;1;0.0;DS;2008.0;Adventure;THQ;0.11;0.01;0.0;0.01;0.13;NO FRANCHISE
Dora the Explorer: Journey to the Purple Planet;0;1;0.0;PS2;2005.0;Adventure;Global Star;0.12;0.09;0.0;0.03;0.24;NO FRANCHISE
Dora the Explorer: Journey to the Purple Planet;0;1;0.0;GC;2005.0;Adventure;Global Star;0.09;0.02;0.0;0.0;0.12;NO FRANCHISE
Digimon World: Data Squad;0;1;0.0;PS2;2006.0;Role-Playing;Namco Bandai Games;0.12;0.09;0.0;0.03;0.24;Digimon
Mega Man X Collection;0;1;0.0;GC;2006.0;Misc;Capcom;0.1;0.03;0.0;0.0;0.13;Mega Man X
Panzer General;1;1;0.0;PS;1995.0;Strategy;Mindscape;0.14;0.09;0.0;0.02;0.24;NO FRANCHISE
Broken Sword: Shadow of the Templars - The Director's Cut;0;1;1.0;Wii;2009.0;Adventure;Ubisoft;0.12;0.1;0.0;0.02;0.24;Broken Sword
Spawn the Eternal;0;1;0.0;PS;1997.0;Action;Sony Computer Entertainment;0.14;0.09;0.0;0.02;0.24;NO FRANCHISE
Command & Conquer 3: Kane's Wrath;1;1;0.0;X360;2008.0;Strategy;Electronic Arts;0.16;0.06;0.0;0.02;0.24;Command & Conquer
Command & Conquer 3: Kane's Wrath;1;1;0.0;PC;2008.0;Strategy;Electronic Arts;0.0;0.01;0.0;0.0;0.02;Command & Conquer
Dreamcast Collection;1;1;0.0;X360;2011.0;Misc;Sega;0.16;0.07;0.0;0.02;0.24;NO FRANCHISE
Britney's Dance Beat;1;1;0.0;PS2;2002.0;Misc;THQ;0.12;0.09;0.0;0.03;0.24;NO FRANCHISE
Britney's Dance Beat;1;1;0.0;GBA;2002.0;Misc;THQ;0.15;0.06;0.0;0.0;0.22;NO FRANCHISE
World Soccer Winning Eleven 7;1;1;0.0;PS2;2003.0;Sports;Konami Digital Entertainment;0.12;0.09;0.0;0.03;0.24;Pro Evolution Soccer
Ace Combat: Assault Horizon Legacy;0;1;0.0;3DS;2011.0;Simulation;Namco Bandai Games;0.1;0.06;0.08;0.01;0.24;Ace Combat
Vexx;0;1;0.0;PS2;2003.0;Platform;Acclaim Entertainment;0.12;0.09;0.0;0.03;0.24;NO FRANCHISE
Vexx;0;1;0.0;XB;2003.0;Platform;Acclaim Entertainment;0.08;0.02;0.0;0.0;0.1;NO FRANCHISE
Vexx;0;1;0.0;GC;2003.0;Platform;Acclaim Entertainment;0.05;0.01;0.0;0.0;0.06;NO FRANCHISE
Marvel vs. Capcom Origins;1;1;0.0;PS2;2006.0;Fighting;Capcom;0.11;0.08;0.02;0.03;0.24;Marvel vs. Capcom
TimeSplitters: Future Perfect;1;1;0.0;PS2;2005.0;Shooter;Electronic Arts;0.12;0.09;0.0;0.03;0.24;TimeSplitters
TimeSplitters: Future Perfect;1;1;0.0;XB;2005.0;Shooter;Electronic Arts;0.12;0.03;0.0;0.01;0.16;TimeSplitters
TimeSplitters: Future Perfect;1;1;0.0;GC;2005.0;Shooter;Electronic Arts;0.06;0.02;0.0;0.0;0.08;TimeSplitters
Final Fantasy Fables: Chocobo Tales;1;1;0.0;DS;2006.0;Adventure;Ubisoft;0.11;0.01;0.12;0.01;0.24;Chocobo
Genma Onimusha;0;1;0.0;XB;2002.0;Action;Capcom;0.14;0.04;0.05;0.01;0.24;Onimusha
K-1 Revenge;1;1;0.0;PS;1997.0;Fighting;Xing Entertainment;0.04;0.03;0.16;0.02;0.24;NO FRANCHISE
G-Police;0;1;0.0;PS;1997.0;Action;Psygnosis;0.13;0.09;0.0;0.02;0.24;NO FRANCHISE
Pure Futbol;1;1;0.0;PS3;2010.0;Sports;Ubisoft;0.06;0.13;0.0;0.05;0.24;NO FRANCHISE
Pure Futbol;1;1;0.0;X360;2010.0;Sports;Ubisoft;0.08;0.09;0.0;0.02;0.18;NO FRANCHISE
Deca Sports 3;1;1;0.0;Wii;2010.0;Sports;Hudson Soft;0.15;0.07;0.0;0.02;0.24;NO FRANCHISE
Midway Arcade Treasures: Extended Play;1;1;0.0;PSP;2005.0;Misc;Midway Games;0.21;0.01;0.0;0.02;0.24;NO FRANCHISE
