Name,multiplayer_x,singleplayer_x,awarded,viewconut,likecount,commentcount,Genre__Action-Adventure,Genre__Adventure,Genre__Board+Game,Genre__Education,Genre__Fighting,Genre__MMO,Genre__Misc,Genre__Music,Genre__Party,Genre__Platform,Genre__Puzzle,Genre__Racing,Genre__Role-Playing,Genre__Shooter,Genre__Simulation,Genre__Sports,Genre__Strategy,Genre__Visual+Novel,Meta_Critic_Score,Meta_User_Score,N_Critic_Reviews,N_User_Reviews,Platform_PC,Platform_N64,Platform_PlayStation,Platform_DC,Platform_PS2,Platform_XB,Platform_GBA,Platform_GC,Platform_NDS,Platform_X360,Platform_PSP,Platform_NWii,Platform_PS3,Platform_3DS,Platform_PSV,Platform_WiiU,Platform_PS4,Platform_XOne,Platform_NS,Platform_PS5,Platform_XS,Platform_ST,Publisher_class,Developer_class,IP_class,Sales_label_q4,Sales_label_q10
MySims,1,1,0.0,6764.0,184.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.33333333333333,7.033333333333334,65,30,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,3,9
Tony Hawk's Pro Skater 4,1,1,0.0,1096354.0,20293.0,2147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.6,7.659999999999999,93,71,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,9
Midnight Club 3: DUB Edition,1,1,0.0,148881.0,1001.0,301.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.66666666666667,8.133333333333335,128,91,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,9
Gran Turismo 6,1,1,0.0,750141.0,5527.0,2330.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.0,8.0,81,158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,3,9
Jak and Daxter: The Precursor Legacy,0,1,0.0,518519.0,4686.0,2980.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.0,8.8,35,126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,9
Pokemon Snap,0,1,0.0,491597.0,8888.0,768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.0,7.7,15,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,9
FIFA Soccer 10,1,1,0.0,593353.0,1600.0,892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.2,6.6800000000000015,163,87,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,3,3,3,9
Pro Evolution Soccer 2008,1,1,0.0,132.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.5,7.116666666666667,102,69,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4,2,3,9
Resident Evil 4,0,1,1.0,191775.0,5487.0,992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.33333333333333,8.549999999999999,192,1032,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,4,3,3,9
Tom Clancy's The Division,1,0,0.0,1044263.0,11614.0,4376.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.66666666666667,6.633333333333333,136,1174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,3,3,9
The Simpsons: Road Rage,1,1,0.0,439.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.0,7.2,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9
Luigi's Mansion,1,1,0.0,1331078.0,16854.0,1523.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,8.35,77,121,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,2,3,9
James Bond 007: Agent Under Fire,1,1,0.0,941.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.33333333333333,7.3,59,57,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,9
Left 4 Dead,1,1,1.0,461572.0,2261.0,1061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89.0,8.45,125,767,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9
Assassin's Creed: Brotherhood,1,1,0.0,884349.0,4479.0,4708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,8.3,164,595,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,3,9
Clubhouse Games,1,1,0.0,4565.0,25.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.0,7.8,30,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9
FIFA Soccer 2004,1,1,0.0,12228.0,26.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.5,6.975,70,91,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9
Battlefield: Bad Company 2,1,1,0.0,1208196.0,5883.0,9360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.66666666666667,8.433333333333334,180,709,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,9
Guitar Hero: On Tour,0,1,0.0,39569.0,224.0,73.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.0,8.0,70,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Far Cry 3,1,1,1.0,2141683.0,17572.0,7853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89.66666666666667,8.533333333333333,114,1397,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Tekken 4,1,1,0.0,1192786.0,13974.0,1961.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,8.1,23,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,9
LittleBigPlanet 2,1,1,1.0,512321.0,2711.0,2709.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.0,8.6,86,163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,9
Grand Theft Auto 2,1,1,0.0,903845.0,27589.0,2467.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,7.7,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,9
Final Fantasy III,1,1,0.0,164642.0,2436.0,1735.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77.0,8.6,45,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,9
FIFA Soccer 2003,1,1,0.0,574.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86.25,7.175,51,43,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9
Crash Bash,1,1,0.0,596742.0,9698.0,1476.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68.0,8.1,12,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,9
LEGO Batman: The Videogame,1,1,0.0,242728.0,1080.0,415.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.66666666666667,8.1,129,70,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,9
Metal Gear Solid V: The Phantom Pain,1,1,1.0,2590246.0,27397.0,5341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,7.833333333333333,112,1530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,2,3,9
The Legend of Zelda: Spirit Tracks,1,1,1.0,496713.0,2493.0,1238.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,7.9,75,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,9
The Legend of Zelda: Majora's Mask,0,1,0.0,527675.0,4866.0,1290.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,9.1,27,297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,9
Professor Layton and the Unwound Future,0,1,0.0,1061.0,14.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,8.7,62,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,9
Mario Party 9,1,1,0.0,188471.0,1073.0,882.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.0,6.8,45,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8
Assassin's Creed Syndicate,1,1,1.0,1785609.0,17014.0,3201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,6.6000000000000005,125,683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,3,3,9
True Crime: Streets of LA,0,1,0.0,5004.0,16.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.75,7.35,138,109,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9
Wii Music,1,1,0.0,173696.0,470.0,285.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63.0,4.8,43,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2,3,9
L.A. Noire,0,1,1.0,1589291.0,10806.0,6734.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,7.9,238,663,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0,3,9
Madden NFL 16,1,1,0.0,305108.0,2732.0,535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.5,5.85,60,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2,3,9
WWF SmackDown! 2: Know Your Role,1,1,0.0,171.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,8.4,15,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Crisis Core: Final Fantasy VII,0,1,0.0,440034.0,1286.0,473.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.0,8.6,67,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
God of War: Chains of Olympus,0,1,1.0,338827.0,1362.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,8.6,79,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,8
Enter the Matrix,1,1,0.0,89813.0,774.0,206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,7.574999999999999,107,180,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9
Super Mario Maker,0,1,1.0,652681.0,10999.0,1316.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.5,7.649999999999999,145,252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,4,3,3,9
Rhythm Heaven,0,1,0.0,69842.0,312.0,156.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.0,8.3,48,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,8
Ace Combat 04: Shattered Skies,1,1,0.0,286.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89.0,8.7,22,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
Sonic Rush,1,1,0.0,279.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.0,8.1,43,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,8
Resident Evil 6,1,1,0.0,1366279.0,8682.0,8713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.83333333333333,6.416666666666665,163,1167,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,4,4,3,3,9
Halo: The Master Chief Collection,1,1,0.0,682022.0,14424.0,1224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.0,7.9,69,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,3,9
FIFA Soccer 08,1,1,1.0,850.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.83333333333333,6.933333333333334,110,79,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,9
Personal Trainer: Cooking,0,1,0.0,324.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81.0,8.2,12,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Heavy Rain,0,1,0.0,408923.0,3321.0,629.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,7.666666666666667,149,695,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,3,8
Mass Effect 2,1,1,1.0,1426822.0,7493.0,6568.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.66666666666669,8.833333333333334,215,1580,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Madden NFL 2002,1,1,0.0,115.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86.4,7.0,70,36,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,9
Borderlands 2,1,1,1.0,147010.0,2228.0,685.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.25,8.1,153,1260,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,3,2,3,9
The Legend of Zelda: A Link Between Worlds,0,1,1.0,912885.0,7777.0,1943.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,9.0,81,294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,3,3,9
The Sims: Vacation,0,1,0.0,1083823.0,3750.0,1201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.0,7.8,18,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
Mass Effect 3,1,1,1.0,843865.0,5717.0,4564.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91.66666666666669,5.933333333333334,127,3947,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Saints Row 2,1,1,0.0,552875.0,3168.0,1644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.33333333333333,7.7,149,234,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,9
Killzone 2,1,1,0.0,1505238.0,5949.0,5703.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.0,8.1,94,308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,3,8
Tom Clancy's Splinter Cell,0,1,0.0,1045159.0,9275.0,2813.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,8.36,130,177,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,9
WWE SmackDown! Shut Your Mouth,1,1,0.0,92487.0,780.0,201.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,8.6,27,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9
Gears of War: Ultimate Edition,1,1,0.0,428411.0,4530.0,836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77.5,6.1,100,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,3,9
NBA 2K13,1,1,0.0,445300.0,2716.0,1044.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.66666666666667,7.433333333333334,84,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,3,2,3,9
Animal Crossing: Happy Home Designer,0,1,0.0,131067.0,2086.0,259.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66.0,7.0,61,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,3,9
The Sims 4,0,1,0.0,515841.0,4060.0,1005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67.33333333333333,3.933333333333333,121,1006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,3,3,9
Star Wars: The Old Republic,1,0,0.0,800087.0,4290.0,2426.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.0,6.0,73,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8
Sonic Heroes,1,1,0.0,825311.0,10091.0,2599.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.75,7.6,113,190,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9
Kirby Super Star Ultra,1,1,0.0,67971.0,253.0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.0,8.8,40,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
Hitman 2: Silent Assassin,0,1,0.0,196789.0,4073.0,745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.75,7.549999999999999,79,108,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,9
Wave Race 64,1,1,0.0,220028.0,4807.0,830.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.0,8.3,13,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,8
SOCOM II: U.S. Navy SEALs,1,1,0.0,94577.0,400.0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.0,8.8,42,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,8
Pac-Man Collection,0,1,0.0,375793.0,1826.0,909.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79.0,7.4,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,8
WarioWare: Smooth Moves,1,1,0.0,22691.0,155.0,18.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83.0,7.5,61,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
Cooking Mama: Cook Off,1,1,0.0,304317.0,4341.0,618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0,5.7,37,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,3,8
Sonic Mega Collection Plus,1,1,0.0,2998.0,11.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,8.3,41,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9
World Soccer Winning Eleven 7 International,1,1,0.0,375.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92.5,7.65,35,51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Hot Shots Golf 3,1,1,0.0,18319.0,91.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,8.0,30,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
Call of Duty: Finest Hour,1,1,0.0,759.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.33333333333333,7.466666666666666,135,58,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,9
Madden NFL 13,1,1,0.0,42104.0,303.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79.66666666666667,6.033333333333334,67,171,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,3,2,3,9
The Elder Scrolls III: Morrowind,0,1,1.0,649070.0,4881.0,721.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.0,8.65,64,333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,8
Yoshi's Story,0,1,0.0,497688.0,5713.0,832.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.0,7.4,8,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,8
Command & Conquer: Red Alert,1,1,0.0,1478931.0,2718.0,1226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90.0,8.7,7,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9
Skylanders: Spyro's Adventure,1,1,0.0,91623.0,357.0,337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,5.375,72,89,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,3,1,3,9
BioShock,0,1,1.0,905973.0,6649.0,2763.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.33333333333331,8.833333333333334,183,1733,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,3,9
Madden NFL 10,0,1,0.0,542588.0,1640.0,726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.33333333333333,6.733333333333334,122,56,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
WWE SmackDown! vs. Raw,1,1,1.0,2114447.0,5791.0,1374.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,8.6,46,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Metroid Prime,0,1,0.0,776249.0,4957.0,3026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.0,8.9,70,358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Myst,0,1,0.0,138175.0,1164.0,162.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,2.9,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,8
WWE SmackDown! Here Comes the Pain,1,1,1.0,5659.0,28.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,8.9,27,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
Star Wars: The Force Unleashed,1,1,0.0,611808.0,3438.0,888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,7.083333333333333,164,283,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2,3,3,9
Yoshi's Island DS,0,1,0.0,38869.0,411.0,121.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.0,7.4,42,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,8
Killzone 3,1,1,0.0,942076.0,4640.0,6670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.0,8.0,85,279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,3,8
WWF SmackDown! Just Bring It,1,1,0.0,486.0,3.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,7.3,24,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
NBA Street,1,1,0.0,132808.0,615.0,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88.5,7.25,37,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8
Professor Layton and the Last Specter,0,1,0.0,38944.0,417.0,176.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,8.3,58,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,8
Monster Hunter Tri,1,1,0.0,670999.0,2550.0,2043.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.0,8.5,70,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
Jak II,0,1,1.0,518519.0,4686.0,2980.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.0,8.3,47,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Ratchet & Clank: Going Commando,0,1,0.0,358539.0,3136.0,1628.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.0,8.9,46,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
Tekken 6,1,1,0.0,782496.0,2716.0,2159.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33333333333333,7.566666666666666,161,103,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,3,9
