game_key,Name,Platform,Franchise,Follows,Release date
a-kings-tale-final-fantasy-xv,A King's Tale: Final Fantasy XV,PS4,Final Fantasy,3,1488326400
a-little-bit-of-dot-dot-dot-nintendo-touch-golf,A Little Bit of... Nintendo Touch Golf,DSi,,0,1258070400
a-little-to-the-left,A Little To The Left,PC,,0,1659312000
great-little-war-game,Great Little War Game,iOS,,0,1301097600
epic-little-war-game,Epic Little War Game,PC,,1,1496188800
a-men,A-Men,PC,,0,1390521600
a-men-2,A-Men 2,X360,,0,1374364800
a-monsteca-corral-monsters-vs-robots,A Monsteca Corral: Monsters vs. Robots,Wii,,1,1284595200
a-new-beginning,A New Beginning,PC,,14,1355184000
a-nightmare-on-elm-street--1,A Nightmare on Elm Street,SNES,A Nightmare on Elm Street,0,662601600
dead-by-daylight-a-nightmare-on-elm-street,Dead by Daylight: A Nightmare on Elm Street,PC,,0,1508976000
a-normal-lost-phone,A Normal Lost Phone,PC,,8,1485388800
a-plague-tale-innocence,A Plague Tale: Innocence,PC,,65,1557792000
a-plague-tale-innocence-coats-of-arms,A Plague Tale: Innocence - Coats of Arms,PC,,0,1557705600
a-plague-tale-innocence-cloud-version,A Plague Tale: Innocence - Cloud Version,NS,,0,1625443200
a-plague-tale-requiem,A Plague Tale: Requiem,PC,,0,1672444800
a-r-e-s-extinction-agenda--1,A.R.E.S. - Extinction Agenda,X360,,0,1380672000
ares-extinction-agenda-ex,A.R.E.S. Extinction Agenda EX,PC,,1,1412294400
a-robot-named-fight,A Robot Named Fight,PC,,4,1504742400
shelter,Shelter,PC,,9,1377648000
shelter-3,Shelter 3,PC,,0,1617062400
shelter-2-mountains,Shelter 2 Mountains,PC,,0,1440460800
a-snake-in-a-maze,A Snake in a Maze,PC,,0,1620172800
a-sound-of-thunder,A Sound of Thunder,GBA,,0,1077926400
a-space-shooter-for-2-bucks,A Space Shooter for 2 Bucks!,PSP,,0,1292889600
a-story-about-my-uncle,A Story About My Uncle,PC,,21,1401235200
a-tale-of-paper,A Tale Of Paper,PS4,,0,1602633600
a-topsy-turvy-life-the-turvys-strike-back,A Topsy Turvy Life: The Turvys Strike Back,DSi,,0,1276214400
a-topsy-turvy-life-turvy-drops,A Topsy Turvy Life: Turvy Drops,DSi,,0,1265155200
a-total-war-saga-troy,A Total War Saga: Troy,PC,Total War,7,1630540800
a-total-war-saga-troy-mythic-edition,A Total War Saga: Troy - Mythic Edition,PC,,0,1630540800
a-total-war-saga-troy-heroic-edition,A Total War Saga: Troy - Heroic Edition,PC,,0,1630540800
a-total-war-saga-troy-mythos,A Total War Saga: Troy - Mythos,PC,,0,1630540800
a-total-war-saga-troy-amazons,A Total War Saga: Troy - Amazons,PC,,0,1630540800
a-train-3d-city-simulator,A-Train 3D: City Simulator,3DS,,0,1428969600
a-train-6,A-Train 6,PS2,,1,1082332800
a-train-8,A-Train 8,PC,,2,1206057600
a-train-9,A-Train 9,PC,,1,1334448000
a-train-9-v4-dot-0-japan-rail-simulator,A-Train 9 V4.0: Japan Rail Simulator,PC,,0,1445385600
a-train-express,A-Train Express,PS4,,0,1513814400
a-valley-without-wind-2,A Valley Without Wind 2,PC,,0,1361145600
a-valley-without-wind,A Valley Without Wind,PC,,0,1335225600
a-vampyre-story,A Vampyre Story,PC,,5,1227225600
a-virus-named-tom,A Virus Named Tom,PC,,5,1343779200
barbie-horse-adventures-wild-horse-rescue,Barbie Horse Adventures: Wild Horse Rescue,PS2,Barbie,0,1067904000
my-horse-me,My Horse & Me,PC,,0,1196380800
my-horse-me-2,My Horse & Me 2,X360,,0,1225411200
a-winters-daydream,A Winter's Daydream,PC,,0,1539561600
a-world-of-keflings,A World of Keflings,X360,,2,1292976000
a2-racer-ii,A2 Racer II,PC,,0,915062400
a2-racer-iii-europa-tour,A2 Racer III: Europa Tour,PS,,2,978220800
a2-racer,A2 Racer,PC,,1,883526400
a2-racer-iv-the-cops-revenge,A2 Racer IV: The Cop's Revenge,PC,,1,1009756800
aa-harimanada,Aa Harimanada,GB,,0,743385600
aa-megami-sama,Aa Megami-sama,PS2,Oh My Goddess!,0,1172102400
aaaaaaaaaaaaaaaaaaaaaaaaa-a-reckless-disregard-for-gravity,AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,PC,,0,1251936000
aaaaaaaaaaaaaaaaaaaaaaaaa-for-the-awesome,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,PC,,2,1322006400
aahh-spot-the-difference,Aahh! Spot the Difference,DSi,,0,1332374400
aardvark--1,Aardvark,PC,,0,1608336000
aaru-s-awakening,Aaru's Awakening,PC,,3,1424649600
abadox-the-deadly-inner-war,Abadox: The Deadly Inner War,SNES,,0,576288000
abalaburn-a-battle-legend-of-astterica,AbalaBurn: A Battle Legend Of Astterica,PS,,0,906249600
aban-hawkins-and-the-1000-spikes,Aban Hawkins & the 1000 SPIKES,X360,,0,1295308800
abandoned,Abandoned,PC,,2,1437523200
abandoned--1,Abandoned,PS5,,0,1672444800
abandoned--2,Abandoned,PC,,0,1633392000
abba-you-can-dance,ABBA: You Can Dance,Wii,,0,1322179200
abc-wide-world-of-sports-boxing,ABC Wide World Of Sports Boxing,PC,,1,665366400
abduction-action-plus,Abduction Action! Plus,PC,,0,1441065600
aberoth,Aberoth,PC,,0,1437091200
absolute-baseball,Absolute Baseball,DSi,,0,1301875200
absolute-blazing-infinity,Absolute: Blazing Infinity,X360,,0,1175126400
absolute-brickbuster,Absolute BrickBuster,DSi,,0,1280102400
absolute-chess,Absolute Chess,DSi,,0,1281312000
absolute-drift,Absolute Drift,PC,,22,1438128000
absolute-drift-zen-edition,Absolute Drift: Zen Edition,NS,,7,1658188800
absolute-reversi,Absolute Reversi,DSi,,0,1282521600
absolute-zero--1,Absolute Zero,PC,,0,1664496000
absolute-zero,Absolute Zero,PC,,0,791596800
absolutely-unstoppable-minerun,Absolutely Unstoppable MineRun,WiiU,,0,1493251200
absolver,Absolver,PC,,41,1503964800
absolver-downfall,Absolver: Downfall,PC,,0,1537833600
absolver-deluxe-edition,Absolver: Deluxe Edition,PC,,2,1503964800
absolver-special-reserve-edition,Absolver: Special Reserve edition,PC,,0,1503964800
abuse,Abuse,PC,,1,1320451200
abyss-odyssey,Abyss Odyssey,X360,,4,1405382400
abyss-odyssey-extended-dream-edition,Abyss Odyssey: Extended Dream Edition,PS4,,0,1438041600
abyss-the-wraiths-of-eden,Abyss: The Wraiths of Eden,PC,,2,1351468800
from-the-abyss,From the Abyss,DS,,0,1222387200
abzu--1,ABZÛ,PC,,111,1470096000
ac-dc-live-rock-band-track-pack,AC/DC Live: Rock Band - Track Pack,X360,,2,1226793600
aca-neogeo-aero-fighters-2,ACA NEOGEO AERO FIGHTERS 2,NS,Arcade Archives,0,1501718400
aca-neogeo-aero-fighters-3,ACA NEOGEO AERO FIGHTERS 3,NS,Arcade Archives,0,1521072000
aca-neogeo-alpha-mission-ii,ACA NEOGEO ALPHA MISSION II,NS,Arcade Archives,0,1491436800
alpha-mission-ii,Alpha Mission II,NS,,1,1491436800
aca-neogeo-art-of-fighting-2,ACA NEOGEO ART OF FIGHTING 2,NS,Arcade Archives,0,1515628800
aca-neogeo-art-of-fighting-3,ACA NEOGEO ART OF FIGHTING 3,NS,Arcade Archives,0,1509580800
aca-neogeo-art-of-fighting,ACA NEOGEO ART OF FIGHTING,NS,Arcade Archives,0,1505952000
aca-neogeo-baseball-stars-professional,ACA NEOGEO BASEBALL STARS PROFESSIONAL,NS,Arcade Archives,0,1526515200
aca-neogeo-blazing-star,ACA NEOGEO BLAZING STAR,NS,Arcade Archives,0,1493683200
blazing-star,Blazing Star,NS,,3,1493683200
aca-neogeo-blues-journey,ACA NEOGEO BLUE'S JOURNEY,NS,Arcade Archives,0,1504742400
aca-neogeo-burning-fight,ACA NEOGEO BURNING FIGHT,NS,Arcade Archives,0,1506556800
aca-neogeo-fatal-fury-2,ACA NEOGEO FATAL FURY 2,NS,Arcade Archives,0,1498089600
aca-neogeo-real-bout-fatal-fury-2,ACA NEOGEO REAL BOUT FATAL FURY 2,NS,Arcade Archives,0,1534377600
aca-neogeo-fatal-fury-3,ACA NEOGEO FATAL FURY 3,NS,Arcade Archives,0,1518652800
aca-neogeo-fatal-fury-special,ACA NEOGEO FATAL FURY SPECIAL,NS,Arcade Archives,0,1499904000
aca-neogeo-real-bout-fatal-fury-special,ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,NS,Arcade Archives,0,1524096000
aca-neogeo-fatal-fury,ACA NEOGEO FATAL FURY,NS,Arcade Archives,0,1492646400
aca-neogeo-real-bout-fatal-fury,ACA NEOGEO REAL BOUT FATAL FURY,NS,Arcade Archives,0,1520467200
aca-neogeo-galaxy-fight-universal-warriors,ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,NS,Arcade Archives,0,1495065600
aca-neogeo-garou-mark-of-the-wolves,ACA NEOGEO GAROU: MARK OF THE WOLVES,PC,Arcade Archives,0,1559865600
aca-neogeo-ghost-pilots,ACA NEOGEO GHOST PILOTS,NS,Arcade Archives,0,1524700800
aca-neogeo-gururin,ACA NEOGEO GURURIN,NS,Arcade Archives,0,1523491200
aca-neogeo-karnovs-revenge,ACA NEOGEO KARNOV'S REVENGE,NS,Arcade Archives,0,1510876800
aca-neogeo-king-of-the-monsters,ACA NEOGEO KING OF THE MONSTERS,NS,Arcade Archives,0,1515024000
aca-neogeo-king-of-the-monsters-2,ACA NEOGEO KING OF THE MONSTERS 2,NS,,0,1542844800
aca-neogeo-last-resort,ACA NEOGEO LAST RESORT,NS,Arcade Archives,0,1496275200
aca-neogeo-league-bowling,ACA NEOGEO LEAGUE BOWLING,NS,Arcade Archives,0,1531958400
aca-neogeo-magical-drop-ii,ACA NEOGEO MAGICAL DROP II,PC,Arcade Archives,0,1527206400
aca-neogeo-magical-drop-iii,ACA NEOGEO MAGICAL DROP III,PC,Arcade Archives,0,1540512000
aca-neogeo-magician-lord,ACA NEOGEO MAGICIAN LORD,NS,Arcade Archives,1,1511395200
aca-neogeo-metal-slug-2,ACA NEOGEO METAL SLUG 2,PC,Arcade Archives,0,1496275200
aca-neogeo-metal-slug-3,ACA NEOGEO METAL SLUG 3,NS,Arcade Archives,0,1489017600
aca-neogeo-metal-slug-x,ACA NEOGEO METAL SLUG X,PC,Arcade Archives,0,1507161600
aca-neogeo-metal-slug,ACA NEOGEO METAL SLUG,NS,Arcade Archives,0,1490832000
aca-neogeo-metal-slug-5,ACA NEOGEO METAL SLUG 5,NS,Arcade Archives,0,1544659200
aca-neogeo-metal-slug-4,ACA NEOGEO METAL SLUG 4,NS,Arcade Archives,0,1533772800
aca-neogeo-money-puzzle-exchanger,ACA NEOGEO MONEY PUZZLE EXCHANGER,NS,Arcade Archives,0,1530144000
aca-neogeo-mutation-nation,ACA NEOGEO MUTATION NATION,NS,Arcade Archives,0,1508976000
aca-neogeo-nam-1975,ACA NEOGEO NAM-1975,NS,Arcade Archives,0,1489017600
aca-neogeo-neo-turf-masters,ACA NEOGEO NEO TURF MASTERS,NS,Arcade Archives,0,1490227200
aca-neogeo-ninja-combat,ACA NEOGEO NINJA COMBAT,NS,Arcade Archives,0,1527724800
aca-neogeo-over-top,ACA NEOGEO OVER TOP,NS,Arcade Archives,0,1493251200
aca-neogeo-top-players-golf,ACA NEOGEO TOP PLAYER'S GOLF,NS,Arcade Archives,0,1527120000
aca-neogeo-top-hunter-roddy-and-cathy,ACA NEOGEO TOP HUNTER: RODDY & CATHY,NS,Arcade Archives,0,1512604800
aca-neogeo-power-spikes-ii,ACA NEOGEO POWER SPIKES II,NS,Arcade Archives,0,1516233600
aca-neogeo-prehistoric-isle-2,ACA NEOGEO PREHISTORIC ISLE 2,NS,Arcade Archives,0,1533168000
aca-neogeo-pulstar,ACA NEOGEO PULSTAR,NS,Arcade Archives,0,1513814400
aca-neogeo-puzzled,ACA NEOGEO PUZZLED,NS,Arcade Archives,0,1503532800
aca-neogeo-puzzle-bobble-2,ACA NEOGEO PUZZLE BOBBLE 2,NS,Bubble Bobble,0,1549497600
aca-neogeo-puzzle-bobble,ACA NEOGEO PUZZLE BOBBLE,NS,Bubble Bobble,0,1545264000
aca-neogeo-riding-hero,ACA NEOGEO RIDING HERO,NS,Arcade Archives,0,1528329600
aca-neogeo-robo-army,ACA NEOGEO ROBO ARMY,NS,Arcade Archives,0,1508371200
aca-neogeo-samurai-shodown-ii,ACA NEOGEO SAMURAI SHODOWN II,NS,Arcade Archives,0,1517443200
aca-neogeo-samurai-shodown-iii,ACA NEOGEO SAMURAI SHODOWN III,NS,Arcade Archives,0,1522886400
aca-neogeo-samurai-shodown-iv,ACA NEOGEO SAMURAI SHODOWN IV,NS,Arcade Archives,0,1492041600
aca-neogeo-samurai-shodown-v,ACA NEOGEO SAMURAI SHODOWN V,NS,Arcade Archives,0,1530748800
aca-neogeo-samurai-shodown-v-special,ACA NEOGEO SAMURAI SHODOWN V SPECIAL,NS,Arcade Archives,0,1555545600
aca-neogeo-samurai-shodown,ACA NEOGEO SAMURAI SHODOWN,NS,Arcade Archives,0,1500508800
aca-neogeo-sengoku-2,ACA NEOGEO SENGOKU 2,NS,Arcade Archives,0,1519862400
aca-neogeo-sengoku-3,ACA NEOGEO SENGOKU 3,NS,Arcade Archives,0,1522281600
aca-neogeo-sengoku,ACA NEOGEO SENGOKU,NS,Arcade Archives,0,1497484800
aca-neogeo-shock-troopers-2nd-squad,ACA NEOGEO SHOCK TROOPERS 2nd Squad,NS,Arcade Archives,0,1496880000
aca-neogeo-shock-troopers,ACA NEOGEO SHOCK TROOPERS,NS,Arcade Archives,0,1489017600
aca-neogeo-soccer-brawl,ACA NEOGEO SOCCER BRAWL,NS,Arcade Archives,0,1511308800
aca-neogeo-spin-master,ACA NEOGEO SPIN MASTER,NS,Arcade Archives,0,1505347200
aca-neogeo-stakes-winner,ACA NEOGEO STAKES WINNER,NS,Arcade Archives,0,1525219200
aca-neogeo-stakes-winner-2,ACA NEOGEO STAKES WINNER 2,NS,Arcade Archives,0,1542240000
aca-neogeo-street-hoop,ACA NEOGEO STREET HOOP,NS,Arcade Archives,0,1510185600
aca-neogeo-super-baseball-2020,ACA NEOGEO SUPER BASEBALL 2020,PS4,Arcade Archives,0,1498694400
aca-neogeo-2020-super-baseball,ACA NEOGEO 2020 SUPER BASEBALL,NS,Arcade Archives,0,1518048000
aca-neogeo-super-sidekicks-2,ACA NEOGEO SUPER SIDEKICKS 2,NS,Arcade Archives,0,1525910400
aca-neogeo-super-sidekicks-3-the-next-glory,ACA NEOGEO SUPER SIDEKICKS 3: THE NEXT GLORY,NS,Arcade Archives,0,1528934400
aca-neogeo-super-sidekicks,ACA NEOGEO SUPER SIDEKICKS,NS,Arcade Archives,0,1501113600
super-sidekicks,Super Sidekicks,NS,,0,1501113600
aca-neogeo-the-king-of-fighters-2000,ACA NEOGEO THE KING OF FIGHTERS 2000,NS,Arcade Archives,0,1502323200
aca-neogeo-the-king-of-fighters-94,ACA NEOGEO THE KING OF FIGHTERS '94,NS,Arcade Archives,0,1489622400
aca-neogeo-the-king-of-fighters-95,ACA NEOGEO THE KING OF FIGHTERS '95,NS,Arcade Archives,0,1507766400
the-king-of-fighters-95,The King of Fighters '95,PS,,6,867628800
aca-neogeo-the-king-of-fighters-96,ACA NEOGEO THE KING OF FIGHTERS '96,NS,The King of Fighters,0,1514419200
aca-neogeo-the-king-of-fighters-97,ACA NEOGEO THE KING OF FIGHTERS '97,NS,Arcade Archives,0,1532563200
aca-neogeo-the-king-of-fighters-98,ACA NEOGEO THE KING OF FIGHTERS '98,NS,Arcade Archives,0,1489017600
aca-neogeo-the-king-of-fighters-99,ACA NEOGEO THE KING OF FIGHTERS '99,NS,Arcade Archives,0,1495670400
aca-neogeo-the-last-blade-2,ACA NEOGEO THE LAST BLADE 2,NS,Arcade Archives,0,1529539200
aca-neogeo-the-last-blade,ACA NEOGEO THE LAST BLADE,NS,Arcade Archives,0,1513209600
aca-neogeo-the-super-spy,ACA NEOGEO THE SUPER SPY,NS,Arcade Archives,0,1531353600
aca-neogeo-waku-waku-7,ACA NEOGEO WAKU WAKU 7,NS,Arcade Archives,0,1489017600
aca-neogeo-world-heroes-2-jet,ACA NEOGEO WORLD HEROES 2 JET,NS,Arcade Archives,0,1521676800
aca-neogeo-world-heroes-2,ACA NEOGEO WORLD HEROES 2,NS,Arcade Archives,0,1516838400
aca-neogeo-world-heroes-perfect,ACA NEOGEO WORLD HEROES PERFECT,NS,Arcade Archives,0,1489017600
aca-neogeo-world-heroes,ACA NEOGEO WORLD HEROES,NS,Arcade Archives,0,1512000000
aca-neogeo-zed-blade,ACA NEOGEO ZED BLADE,NS,Arcade Archives,0,1504137600
academy-checkers,Academy: Checkers,DSi,,0,1319068800
academy-of-champions-soccer,Academy of Champions: Soccer,Wii,,0,1257206400
academy-tic-tac-toe,Academy: Tic-Tac-Toe,DSi,,0,1287100800
accel-world-awakening-of-the-silver-wings,Accel World: Awakening of the Silver Wings,PSP,Accel World,0,1347494400
accel-world-vs-sword-art-online-millennium-twilight,Accel World vs. Sword Art Online: Millennium Twilight,PC,Sword Art Online,0,1499385600
ace-alien-cleanup-elite,ACE - Alien Cleanup Elite,WiiU,,0,1489622400
ace-armstrong-vs-the-alien-scumbags,Ace Armstrong Vs. The Alien Scumbags!,PSP,,0,1286409600
ace-attorney-investigations-2,Ace Attorney Investigations 2,DS,Ace Attorney,2,1296691200
ace-attorney-investigations-miles-edgeworth,Ace Attorney Investigations: Miles Edgeworth,iOS,Ace Attorney,17,1512691200
ace-attorney-investigations-miles-edgeworth-prosecutors-path,Ace Attorney Investigations: Miles Edgeworth - Prosecutor's Path,DS,Ace Attorney,0,1424390400
ace-combat-04-shattered-skies,Ace Combat 04: Shattered Skies,PS2,,5,1013126400
ace-combat-2,Ace Combat 2,PS,,4,873849600
ace-combat-3-electrosphere,Ace Combat 3: Electrosphere,PS,,3,951955200
ace-combat-5-the-unsung-war,Ace Combat 5: The Unsung War,PS4,,2,1547769600
ace-combat-6-fires-of-liberation,Ace Combat 6: Fires of Liberation,X360,,8,1197504000
ace-combat-7-skies-unknown,Ace Combat 7: Skies Unknown,PC,,31,1548979200
ace-combat-7-skies-unknown-deluxe-edition,Ace Combat 7: Skies Unknown - Deluxe Edition,PC,,0,1548979200
ace-combat-7-skies-unknown-anchorhead-raid,Ace Combat 7: Skies Unknown - Anchorhead Raid,PC,,0,1571788800
ace-combat-7-skies-unknown-premium-edition,Ace Combat 7: Skies Unknown - Premium Edition,PS4,,0,1604534400
ace-combat-7-skies-unknown-collectors-edition,Ace Combat 7: Skies Unknown - Collector's Edition,PC,,0,1548979200
ace-combat-assault-horizon-legacy-plus,Ace Combat: Assault Horizon Legacy +,3DS,,0,1423785600
ace-combat-assault-horizon-legacy,Ace Combat: Assault Horizon Legacy,3DS,,1,1326326400
ace-combat-infinity,Ace Combat Infinity,PS3,,3,1401235200
ace-combat-joint-assault,Ace Combat: Joint Assault,PSP,,2,1283212800
air-combat,Air Combat,PS,,1,812505600
combat-ace,Combat Ace,PS2,,0,1163376000
ace-combat-x-skies-of-deception,Ace Combat X: Skies of Deception,PSP,,1,1163635200
ace-combat-zero-the-belkan-war,Ace Combat Zero: The Belkan War,PS2,,1,1158796800
ace-fishing-wild-catch,Ace Fishing: Wild Catch,iOS,,0,1396310400
ace-lightning,Ace Lightning,PC,,1,1038528000
ace-mathician,Ace Mathician,DSi,,0,1343865600
professor-layton-vs-phoenix-wright-ace-attorney,Professor Layton vs. Phoenix Wright: Ace Attorney,3DS,Ace Attorney,21,1409184000
ace-of-seafood,Ace of Seafood,PC,,0,1460073600
ace-ventura,Ace Ventura,PC,Ace Ventura,4,851990400
ace-ventura-pet-detective-the-case-of-the-serial-shaver,Ace Ventura Pet Detective: The Case of the Serial Shaver,PC,Ace Ventura,0,969926400
aces-of-the-galaxy,Aces of the Galaxy,X360,,0,1212537600
aces-of-the-luftwaffe-squadron,Aces of the Luftwaffe - Squadron,PC,,1,1532390400
aces-of-the-luftwaffe-squadron-extended-edition,Aces of the Luftwaffe - Squadron Extended Edition,NS,Aces of the Luftwaffe,0,1551139200
aces-of-the-luftwaffe-squadron-the-nebelgeschwader,Aces of the Luftwaffe: Squadron - The Nebelgeschwader,PC,Aces of the Luftwaffe,0,1542067200
aces-of-the-luftwaffe,Aces of the Luftwaffe,PC,,2,1431043200
aces-of-war,Aces of War,PSP,,0,1174608000
warbirds-dawn-of-aces-world-war-i-air-combat,"WarBirds Dawn of Aces, World War I Air Combat",PC,,0,1468886400
achron,Achron,PC,,0,1314576000
achtung-cthulhu-tactics,Achtung! Cthulhu Tactics,PC,,1,1538611200
achtung-panzer-kharkov-1943,Achtung Panzer: Kharkov 1943,PC,,0,1267056000
aconcagua,Aconcagua,PS,,0,959817600
acorn-tactics,Acorn Tactics,NS,,0,1512604800
act-of-aggression,Act of Aggression,PC,,4,1441152000
act-of-aggression-reboot-edition,Act of Aggression: Reboot Edition,PC,,0,1458518400
act-of-war-direct-action,Act of War: Direct Action,PC,,3,1112313600
act-of-war-high-treason,Act of War: High Treason,PC,,1,1205280000
action-52,Action 52,SNES,Action 52,0,694137600
action-bass,Action Bass,PS,,0,970185600
action-girlz-racing,Action Girlz Racing,PC,,0,1122076800
action-man-destruction-x,Action Man: Destruction X,PC,,0,994377600
action-man-operation-extreme,Action Man: Operation Extreme,PS,Action Man,0,961891200
action-man-operation-extreme--1,Action Man: Operation Extreme,PS,,0,976233600
action-man-robot-atak,Action Man: Robot Atak,GBA,Action Man,0,1095984000
action-man-search-for-base-x,Action Man: Search For Base X,GBC,Action Man,0,983836800
active-life-explorer,Active Life: Explorer,Wii,,0,1287705600
active-life-extreme-challenge,Active Life: Extreme Challenge,Wii,,0,1253836800
active-life-magical-carnival,Active Life: Magical Carnival,Wii,,0,1322179200
active-life-outdoor-challenge--1,Active Life Outdoor Challenge,NS,,0,1630627200
active-life-outdoor-challenge,Active Life: Outdoor Challenge,Wii,,0,1220918400
activision-anthology,Activision Anthology,PS2,,0,1037664000
activision-anthology-remix-edition,Activision Anthology: Remix Edition,PC,,0,1068076800
actraiser,ActRaiser,WiiU,ActRaiser,11,1353196800
actraiser-renaissance,Actraiser Renaissance,PC,,0,1632355200
actua-golf-3,Actua Golf 3,PC,,0,1440979200
actua-ice-hockey,Actua Ice Hockey,PS,,0,694137600
pool-shark,Pool:Shark,PC,,1,915148800
actua-soccer-2,Actua Soccer 2,PC,,0,876441600
actua-soccer-3,Actua Soccer 3,PC,,0,912729600
actua-soccer-club-edition,Actua Soccer: Club Edition,PS,Premier League,0,862444800
actua-tennis,Actua Tennis,PC,,0,946598400
actual-crimes-jack-the-ripper,Actual Crimes: Jack the Ripper,PSP,Jack the Ripper,0,1288915200
adams-venture-episode-1-the-search-for-the-lost-garden,Adam's Venture Episode 1: The Search For The Lost Garden,PC,,0,1262304000
adams-venture-episode-2-solomons-secret,Adam's Venture Episode 2: Solomon's Secret,PC,,0,1302220800
adams-venture-episode-3-revelations,Adam's Venture Episode 3: Revelations,PC,,0,1331251200
addie-no-okurimono-to-moze-from-addie,Addie no Okurimono: To Moze from Addie,PS3,,0,1205280000
adiboo-and-pazirals-secret,Adiboo & Paziral's Secret,PC,,0,1104451200
adidas-power-soccer-98,Adidas Power Soccer 98,PS,,0,901756800
adidas-power-soccer-international-97,Adidas Power Soccer International '97,PS,,0,865123200
adidas-power-soccer,Adidas Power Soccer,PS,,0,844128000
adios,Adios,PC,,1,1615939200
adios-amigos,ADIOS Amigos,PC,,0,1536710400
adom-ancient-domains-of-mystery,ADOM: Ancient Domains Of Mystery,PC,,2,1447632000
adorables,Adorables,PC,,0,1459296000
adorable-crush,Adorable Crush,PC,,0,1602720000
adorable-witch,Adorable Witch,PC,,0,1623888000
adr1ft,ADR1FT,PC,,38,1459123200
adrenalin-misfits,Adrenalin Misfits,X360,,1,1291420800
advance-guardian-heroes,Advance Guardian Heroes,GBA,,1,1095120000
advance-wars-2-black-hole-rising,Advance Wars 2: Black Hole Rising,WiiU,Wars,13,1440028800
advance-wars-days-of-ruin,Advance Wars: Days of Ruin,DS,Wars,10,1200873600
